,day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_5min,no_movement_15min,datetime
0,2,8.765013,5.816021,-9.69,-9.3949995,8,45,08:45:00,2,0.0,0.0,0.0,2023-01-03 08:45:00
1,2,8.766683,2.14479828,-8.933346,-9.361552,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
2,2,8.768357,-1.87018585,-8.933346,-9.324973,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
3,2,8.770025,-5.87698364,-8.933346,-9.288463,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
4,2,8.771696,-9.882221,-8.933346,-9.251967,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
5,2,8.773368,-13.8973217,-8.933346,-9.215377,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
6,2,8.775043,-17.9132442,-8.933346,-9.178786,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
7,2,8.776713,-21.9237938,-8.931444,-9.142243,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
8,2,8.778383,-25.93333,-8.917201,-9.105706,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
9,2,8.780054,-29.943531,-8.905245,-9.069167,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
10,2,8.781724,-33.95195,-8.91337,-9.032637,8,46,08:46:00,2,0.0,0.0,0.0,2023-01-03 08:46:00
11,2,8.783392,-37.92919,-8.933346,-8.940923,8,47,08:47:00,2,0.0,0.0,0.0,2023-01-03 08:47:00
12,2,8.785063,-40.44519,-8.933346,-5.83476257,8,47,08:47:00,2,0.0,0.0,0.0,2023-01-03 08:47:00
13,2,8.786733,-42.8370132,-8.933346,-2.85331154,8,47,08:47:00,2,0.0,1.0,1.0,2023-01-03 08:47:00
14,2,9.903957,-42.96,-8.933346,-2.7,9,54,09:54:00,2,0.0,0.0,0.0,2023-01-03 09:54:00
15,2,9.905627,-40.58273,-8.933346,-5.46949959,9,54,09:54:00,2,0.0,0.0,0.0,2023-01-03 09:54:00
16,2,9.907293,-37.9772339,-8.933346,-8.504863,9,54,09:54:00,2,0.0,0.0,0.0,2023-01-03 09:54:00
17,2,9.909021,-34.8442726,-8.818779,-10.85733,9,54,09:54:00,2,0.0,0.0,0.0,2023-01-03 09:54:00
18,2,9.910695,-32.28403,-6.949117,-12.714015,9,54,09:54:00,2,0.0,0.0,0.0,2023-01-03 09:54:00
19,2,9.912366,-29.8305283,-4.546369,-14.185092,9,54,09:54:00,2,0.0,0.0,0.0,2023-01-03 09:54:00
