,day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_5min,no_movement_15min,datetime
0,3,8.664274,5.81600571,-9.689999,-9.395006,8,39,08:39:00,3,0.0,0.0,0.0,2023-01-04 08:39:00
1,3,8.665942,3.51899338,-8.933346,-9.422934,8,39,08:39:00,3,0.0,0.0,0.0,2023-01-04 08:39:00
2,3,8.667615,-0.49609375,-8.933346,-9.471724,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
3,3,8.669283,-4.49774551,-8.933346,-9.520369,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
4,3,8.670951,-8.502449,-8.933346,-9.569056,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
5,3,8.67262,-12.5035591,-8.933346,-9.617689,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
6,3,8.674288,-16.5072079,-8.933346,-9.666349,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
7,3,8.675956,-20.5079727,-8.933346,-9.738752,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
8,3,8.677627,-24.3917351,-8.907981,-9.91992,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
9,3,8.67929649,-28.2730045,-8.8416,-10.164259,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
10,3,8.680965,-32.1521,-8.759097,-10.4874611,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
11,3,8.68263149,-33.7283325,-8.130604,-11.63698,8,40,08:40:00,3,0.0,0.0,0.0,2023-01-04 08:40:00
12,3,8.684301,-31.5353012,-6.278487,-13.3306141,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
13,3,8.68597,-28.9635162,-3.654409,-14.4414215,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
14,3,8.68764,-26.0999947,-0.985108256,-13.4588223,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
15,3,8.689311,-24.9355335,1.49454176,-10.9226341,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
16,3,8.690977,-26.8931255,1.56665456,-9.151979,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
17,3,8.692647,-30.8957062,1.56665456,-9.066797,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
18,3,8.694316,-34.89647,1.56665456,-8.986355,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
19,3,8.695982,-38.7805328,1.56665456,-8.653969,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
20,3,8.697654,-40.03349,1.56665456,-7.733336,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
21,3,8.699323,-39.0035553,1.56665456,-6.552052,8,41,08:41:00,3,0.0,0.0,0.0,2023-01-04 08:41:00
22,3,8.700993,-41.93931,1.56665456,-5.699183,8,42,08:42:00,3,0.0,0.0,0.0,2023-01-04 08:42:00
23,3,8.702659,-45.27581,1.56665456,-3.66870165,8,42,08:42:00,3,0.0,0.0,0.0,2023-01-04 08:42:00
24,3,8.704331,-47.7,1.56665456,-1.85,8,42,08:42:00,3,0.0,1.0,1.0,2023-01-04 08:42:00
25,3,8.984644,-47.7,1.56665456,-1.85,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
26,3,8.986314,-45.7637062,1.56665456,-3.11325932,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
27,3,8.987988,-42.395,1.56665456,-5.310394,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
28,3,8.989663,-39.116127,1.56665456,-7.56439734,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
29,3,8.991335,-37.7146072,1.56665456,-11.18552,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
30,3,8.993006,-36.1346741,1.56665456,-14.7976551,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
31,3,8.994674,-33.24044,1.56665456,-17.4182682,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
32,3,8.996346,-29.4719849,1.56665456,-18.6709213,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
33,3,8.998016,-25.5106125,1.56665456,-18.7345371,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
34,3,8.999682,-22.1810818,1.56665456,-19.145174,8,59,08:59:00,3,0.0,0.0,0.0,2023-01-04 08:59:00
35,3,9.001355,-19.6557617,1.56665456,-19.0852566,9,00,09:00:00,3,0.0,1.0,1.0,2023-01-04 09:00:00
36,3,10.2976055,-18.56916,1.56665456,-18.4358578,10,17,10:17:00,3,0.0,0.0,0.0,2023-01-04 10:17:00
37,3,10.2992735,-20.25764,1.56665456,-18.44296,10,17,10:17:00,3,0.0,0.0,0.0,2023-01-04 10:17:00
38,3,10.3009415,-24.1710663,1.56665456,-18.82123,10,18,10:18:00,3,0.0,0.0,0.0,2023-01-04 10:18:00
39,3,10.30261,-28.1642456,1.56665456,-18.603838,10,18,10:18:00,3,0.0,0.0,0.0,2023-01-04 10:18:00
40,3,10.304285,-32.090416,1.56665456,-17.97689,10,18,10:18:00,3,0.0,0.0,0.0,2023-01-04 10:18:00
