,day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_5min,no_movement_15min,datetime
0,0,8.607583,5.81600952,-9.69,-9.395004,8,36,08:36:00,0,0.0,0.0,0.0,2023-01-01 08:36:00
1,0,8.609263,2.39796829,-8.933346,-9.421677,8,36,08:36:00,0,0.0,0.0,0.0,2023-01-01 08:36:00
2,0,8.610962,-1.67863846,-8.933346,-9.453495,8,36,08:36:00,0,0.0,0.0,0.0,2023-01-01 08:36:00
3,0,8.612641,-5.709778,-8.933346,-9.484957,8,36,08:36:00,0,0.0,0.0,0.0,2023-01-01 08:36:00
4,0,8.614367,-9.849998,-8.933346,-9.517271,8,36,08:36:00,0,0.0,0.0,0.0,2023-01-01 08:36:00
5,0,8.616051,-13.8912277,-8.933346,-9.548813,8,36,08:36:00,0,0.0,0.0,0.0,2023-01-01 08:36:00
6,0,8.617721,-17.8990288,-8.933346,-9.580095,8,37,08:37:00,0,0.0,0.0,0.0,2023-01-01 08:37:00
7,0,8.619425,-21.9885845,-8.929049,-9.612011,8,37,08:37:00,0,0.0,0.0,0.0,2023-01-01 08:37:00
8,0,8.621127,-26.0746574,-8.914214,-9.643902,8,37,08:37:00,0,0.0,0.0,0.0,2023-01-01 08:37:00
9,0,8.622816,-30.1263084,-8.901418,-9.675523,8,37,08:37:00,0,0.0,0.0,0.0,2023-01-01 08:37:00
10,0,8.624531,-34.2424469,-8.908171,-9.707647,8,37,08:37:00,0,0.0,0.0,0.0,2023-01-01 08:37:00
11,0,8.626211,-38.14135,-8.933346,-9.957222,8,37,08:37:00,0,0.0,0.0,0.0,2023-01-01 08:37:00
12,0,8.627916,-40.0506973,-8.933346,-13.5149612,8,37,08:37:00,0,0.0,0.0,0.0,2023-01-01 08:37:00
13,0,8.629607,-42.84532,-8.933346,-16.3702316,8,37,08:37:00,0,0.0,1.0,1.0,2023-01-01 08:37:00
14,0,9.780083,-43.08,-8.933346,-16.61,9,46,09:46:00,0,0.0,0.0,0.0,2023-01-01 09:46:00
15,0,9.781752,-40.5965,-8.933346,-14.0098705,9,46,09:46:00,0,0.0,0.0,0.0,2023-01-01 09:46:00
16,0,9.783419,-38.2420273,-8.933346,-10.84262,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
17,0,9.785087,-35.2707825,-8.933346,-10.5539713,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
18,0,9.786758,-32.6523743,-7.44137144,-12.446681,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
19,0,9.788431,-30.2237473,-4.984354,-14.0640306,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
20,0,9.790099,-27.4474812,-2.3046155,-14.0900574,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
21,0,9.791771,-24.44892,0.638717651,-12.1875057,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
22,0,9.79344749,-21.1568451,1.56665516,-10.0427113,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
23,0,9.795121,-19.66543,1.56665421,-10.6490421,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
24,0,9.796799,-19.9011078,1.56665421,-11.6843433,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
25,0,9.798468,-21.160862,1.56665421,-14.8641281,9,47,09:47:00,0,0.0,0.0,0.0,2023-01-01 09:47:00
26,0,9.800135,-22.62957,1.56665421,-18.505722,9,48,09:48:00,0,0.0,0.0,0.0,2023-01-01 09:48:00
27,0,9.801804,-19.0693111,1.56665421,-19.01359,9,48,09:48:00,0,0.0,1.0,1.0,2023-01-01 09:48:00
28,0,10.3240728,-18.03999,1.56665421,-19.0,10,19,10:19:00,0,0.0,0.0,0.0,2023-01-01 10:19:00
29,0,10.3257389,-21.65457,1.56665421,-18.8894615,10,19,10:19:00,0,0.0,0.0,0.0,2023-01-01 10:19:00
30,0,10.3274088,-21.9085426,1.56665421,-16.3258362,10,19,10:19:00,0,0.0,0.0,0.0,2023-01-01 10:19:00
31,0,10.32908,-20.288063,1.56665421,-12.7151318,10,19,10:19:00,0,0.0,0.0,0.0,2023-01-01 10:19:00
32,0,10.33075,-20.3396931,1.56665516,-9.391535,10,19,10:19:00,0,0.0,0.0,0.0,2023-01-01 10:19:00
33,0,10.3324184,-23.36826,1.3543644,-11.3924971,10,19,10:19:00,0,0.0,0.0,0.0,2023-01-01 10:19:00
34,0,10.3340912,-25.8578682,-0.7037878,-13.18941,10,20,10:20:00,0,0.0,0.0,0.0,2023-01-01 10:20:00
35,0,10.335762,-28.4837246,-3.24725962,-14.4197063,10,20,10:20:00,0,0.0,0.0,0.0,2023-01-01 10:20:00
36,0,10.3374319,-31.47049,-6.25190067,-13.3268852,10,20,10:20:00,0,0.0,0.0,0.0,2023-01-01 10:20:00
37,0,10.3391,-34.3664,-8.492931,-11.208334,10,20,10:20:00,0,0.0,0.0,0.0,2023-01-01 10:20:00
38,0,10.3407679,-37.8142242,-8.933346,-9.878327,10,20,10:20:00,0,0.0,0.0,0.0,2023-01-01 10:20:00
39,0,10.3424377,-39.8858643,-8.933346,-13.2641659,10,20,10:20:00,0,0.0,0.0,0.0,2023-01-01 10:20:00
40,0,10.3441105,-42.65107,-8.933346,-16.1607,10,20,10:20:00,0,0.0,0.0,0.0,2023-01-01 10:20:00
