,day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_5min,no_movement_15min,datetime
0,1,8.765196,5.81600952,-9.689999,-9.394993,8,45,08:45:00,1,0.0,0.0,0.0,2023-01-02 08:45:00
1,1,8.766863,2.19504929,-8.933345,-9.438997,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
2,1,8.768534,-1.81323624,-8.933345,-9.487719,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
3,1,8.7702055,-5.826662,-8.933346,-9.536512,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
4,1,8.771876,-9.834568,-8.933346,-9.585234,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
5,1,8.773546,-13.8435936,-8.933346,-9.633965,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
6,1,8.775218,-17.8551216,-8.933346,-9.689806,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
7,1,8.776891,-21.82647,-8.928763,-9.800247,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
8,1,8.778561,-25.7152767,-8.884843,-10.0055447,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
9,1,8.780231,-29.6023178,-8.812013,-10.2797356,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
10,1,8.781902,-32.54305,-8.455378,-11.1242714,8,46,08:46:00,1,0.0,0.0,0.0,2023-01-02 08:46:00
11,1,8.783572,-30.9828167,-5.70034,-13.5972767,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
12,1,8.785241,-28.3961067,-3.15166044,-14.3999062,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
13,1,8.786909,-25.4387188,-0.244498253,-12.905612,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
14,1,8.788584,-22.3180771,1.56665456,-10.6369286,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
15,1,8.790254,-19.6096134,1.56665456,-10.2951736,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
16,1,8.791924,-19.8139534,1.56665456,-11.3100052,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
17,1,8.793593,-20.5905647,1.56665456,-13.3822365,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
18,1,8.795266,-23.0051155,1.56665456,-16.5436,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
19,1,8.796934,-25.758625,1.56665456,-19.4534588,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
20,1,8.798602,-28.5104675,1.56665456,-22.361536,8,47,08:47:00,1,0.0,0.0,0.0,2023-01-02 08:47:00
21,1,8.800273,-31.2184029,1.56665456,-25.27134,8,48,08:48:00,1,0.0,0.0,0.0,2023-01-02 08:48:00
22,1,8.801944,-32.9530945,1.56665456,-28.4816933,8,48,08:48:00,1,0.0,1.0,1.0,2023-01-02 08:48:00
23,1,10.4358234,-32.99,1.56665456,-28.55,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
24,1,10.43749,-31.2713547,1.56665456,-25.3597679,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
25,1,10.4391651,-28.56138,1.56665456,-22.406477,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
26,1,10.4408379,-25.799366,1.56665456,-19.491457,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
27,1,10.4425049,-23.14375,1.56665456,-16.7097683,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
28,1,10.4441719,-20.8024521,1.56665456,-13.77934,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
29,1,10.4458475,-19.4911575,1.56665456,-9.992237,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
30,1,10.4475193,-19.1247463,1.56665456,-6.238781,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
31,1,10.4491882,-19.5776443,1.56665456,-3.88995743,10,26,10:26:00,1,0.0,0.0,0.0,2023-01-02 10:26:00
32,1,10.4508562,-21.9689732,1.56665456,-1.42789078,10,27,10:27:00,1,0.0,0.0,0.0,2023-01-02 10:27:00
33,1,10.4758892,-22.0899925,1.56665456,-1.35998344,10,28,10:28:00,1,0.0,0.0,0.0,2023-01-02 10:28:00
34,1,10.4775572,-19.5781822,1.56665456,-3.71123123,10,28,10:28:00,1,0.0,0.0,0.0,2023-01-02 10:28:00
35,1,10.479228,-18.7997932,1.56665456,-7.590328,10,28,10:28:00,1,0.0,0.0,0.0,2023-01-02 10:28:00
36,1,10.4808979,-19.6315727,1.56665456,-10.6120548,10,28,10:28:00,1,0.0,0.0,0.0,2023-01-02 10:28:00
37,1,10.4825687,-19.8768864,1.56665456,-11.640789,10,28,10:28:00,1,0.0,0.0,0.0,2023-01-02 10:28:00
38,1,10.48424,-21.40082,1.56665456,-14.8399677,10,29,10:29:00,1,0.0,0.0,0.0,2023-01-02 10:29:00
39,1,10.4859066,-24.1456661,1.56665456,-17.74853,10,29,10:29:00,1,0.0,0.0,0.0,2023-01-02 10:29:00
40,1,10.4875784,-26.9039955,1.56665456,-20.6636333,10,29,10:29:00,1,0.0,0.0,0.0,2023-01-02 10:29:00
41,1,10.4892473,-29.6566982,1.56665456,-23.5727768,10,29,10:29:00,1,0.0,0.0,0.0,2023-01-02 10:29:00
42,1,10.49092,-32.0162964,1.56665456,-26.7452679,10,29,10:29:00,1,0.0,1.0,0.0,2023-01-02 10:29:00
43,1,10.732686,-32.99,1.56665456,-28.55,10,43,10:43:00,1,0.0,0.0,0.0,2023-01-02 10:43:00
44,1,10.7343559,-31.5578957,1.56665456,-25.1764336,10,44,10:44:00,1,0.0,0.0,0.0,2023-01-02 10:44:00
45,1,10.7360268,-32.4633026,1.56665456,-21.5892563,10,44,10:44:00,1,0.0,0.0,0.0,2023-01-02 10:44:00
46,1,10.7376986,-34.3783569,1.56665456,-18.0669212,10,44,10:44:00,1,0.0,0.0,0.0,2023-01-02 10:44:00
47,1,10.7393684,-36.2936172,1.56665456,-14.5443535,10,44,10:44:00,1,0.0,0.0,0.0,2023-01-02 10:44:00
48,1,10.7410383,-37.68254,1.56665456,-10.8472176,10,44,10:44:00,1,0.0,0.0,0.0,2023-01-02 10:44:00
49,1,10.7427063,-36.3093567,1.56665456,-7.32020569,10,44,10:44:00,1,0.0,0.0,0.0,2023-01-02 10:44:00
