,day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_5min,no_movement_15min,datetime
0,1,8.431539,5.81601334,-9.690001,-9.394999,8,25,08:25:00,1,0.0,0.0,0.0,2023-01-02 08:25:00
1,1,8.433208,3.52125168,-8.933346,-9.422894,8,25,08:25:00,1,0.0,0.0,0.0,2023-01-02 08:25:00
2,1,8.434879,-0.488765717,-8.933346,-9.471634,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
3,1,8.436547,-4.490906,-8.933346,-9.520281,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
4,1,8.438219,-8.505117,-8.933346,-9.569082,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
5,1,8.43989,-12.5132351,-8.933346,-9.617806,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
6,1,8.441565,-16.5332813,-8.933346,-9.666661,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
7,1,8.443234,-20.5332756,-8.933346,-9.739847,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
8,1,8.44490051,-24.4080849,-8.907858,-9.920208,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
9,1,8.446573,-28.2888813,-8.841691,-10.1635685,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
10,1,8.44824,-32.1658,-8.759098,-10.4874725,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
11,1,8.449912,-33.7171669,-8.12584,-11.6462631,8,26,08:26:00,1,0.0,0.0,0.0,2023-01-02 08:26:00
12,1,8.451585,-31.5084839,-6.24718237,-13.3685341,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
13,1,8.453253,-28.9415379,-3.640905,-14.4366436,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
14,1,8.454921,-26.0250778,-0.933419,-13.4063,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
15,1,8.456589,-24.92921,1.53670692,-10.8529873,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
16,1,8.458259,-26.9280624,1.56665456,-9.22804451,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
17,1,8.459931,-30.9334221,1.56665456,-9.39016,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
18,1,8.461603,-34.93943,1.56665456,-9.557357,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
19,1,8.463276,-38.7253647,1.56665456,-9.919868,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
20,1,8.464949,-39.2312431,1.56665456,-12.1972055,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
21,1,8.466617,-37.04371,1.56665456,-15.5242519,8,27,08:27:00,1,0.0,0.0,0.0,2023-01-02 08:27:00
22,1,8.46829,-35.02644,1.56665456,-18.8666687,8,28,08:28:00,1,0.0,0.0,0.0,2023-01-02 08:28:00
23,1,8.469962,-35.99889,1.56665456,-20.105938,8,28,08:28:00,1,0.0,0.0,0.0,2023-01-02 08:28:00
24,1,8.471632,-37.47,1.56665456,-22.95,8,28,08:28:00,1,0.0,1.0,1.0,2023-01-02 08:28:00
25,1,9.055231,-37.47,1.56665456,-22.95,9,03,09:03:00,1,0.0,0.0,0.0,2023-01-02 09:03:00
26,1,9.056898,-36.54012,1.56665456,-20.8162251,9,03,09:03:00,1,0.0,0.0,0.0,2023-01-02 09:03:00
27,1,9.058566,-35.21513,1.56665456,-17.1640739,9,03,09:03:00,1,0.0,0.0,0.0,2023-01-02 09:03:00
28,1,9.060239,-36.7868,1.56665456,-13.6248045,9,03,09:03:00,1,0.0,0.0,0.0,2023-01-02 09:03:00
29,1,9.061913,-38.38894,1.56665456,-9.947381,9,03,09:03:00,1,0.0,0.0,0.0,2023-01-02 09:03:00
30,1,9.063583,-40.05001,1.56665456,-6.4187603,9,03,09:03:00,1,0.0,0.0,0.0,2023-01-02 09:03:00
31,1,9.065254,-43.5540237,1.56665456,-5.037327,9,03,09:03:00,1,0.0,0.0,0.0,2023-01-02 09:03:00
32,1,9.066927,-47.3244324,1.56665456,-3.65996552,9,04,09:04:00,1,0.0,0.0,0.0,2023-01-02 09:04:00
33,1,9.068594,-51.05919,1.56665456,-2.29563713,9,04,09:04:00,1,0.0,0.0,0.0,2023-01-02 09:04:00
34,1,9.150497,-51.54001,1.56665456,-2.11998558,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
35,1,9.152168,-49.39137,1.56665456,-3.0271492,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
36,1,9.153843,-45.68476,1.56665456,-4.581579,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
37,1,9.155517,-42.73781,1.56665456,-5.627157,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
38,1,9.157184,-39.6224251,1.56665456,-7.11590958,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
39,1,9.158854,-37.8846855,1.56665456,-10.5087614,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
40,1,9.160524,-36.6886177,1.56665456,-14.2883463,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
41,1,9.162195,-35.38483,1.56665456,-18.0514259,9,09,09:09:00,1,0.0,0.0,0.0,2023-01-02 09:09:00
42,1,9.163863,-36.588623,1.56665456,-21.5339375,9,09,09:09:00,1,0.0,1.0,1.0,2023-01-02 09:09:00
43,1,9.597305,-37.47,1.56665456,-22.95,9,35,09:35:00,1,0.0,0.0,0.0,2023-01-02 09:35:00
44,1,9.598973,-36.40571,1.56665456,-20.9152126,9,35,09:35:00,1,0.0,0.0,0.0,2023-01-02 09:35:00
45,1,9.600641,-34.0450439,1.56665456,-18.01257,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
46,1,9.60231,-30.3283119,1.56665456,-18.38847,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
47,1,9.603983,-26.3577042,1.56665456,-18.2960358,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
48,1,9.605652,-23.0739727,1.56665456,-16.5906582,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
49,1,9.607323,-21.0832634,1.56665456,-14.369813,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
50,1,9.60899448,-19.6651859,1.56665456,-10.6640873,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
51,1,9.610664,-18.7227917,1.56665456,-6.832569,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
52,1,9.612335,-19.80319,1.56665456,-3.00163651,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
53,1,9.614009,-21.9793472,1.56665456,-1.26231766,9,36,09:36:00,1,0.0,0.0,0.0,2023-01-02 09:36:00
54,1,9.63901,-22.0899925,1.56665456,-1.35998726,9,38,09:38:00,1,0.0,0.0,0.0,2023-01-02 09:38:00
55,1,9.64068,-20.1171265,1.56665456,-2.5812397,9,38,09:38:00,1,0.0,0.0,0.0,2023-01-02 09:38:00
56,1,9.642346,-18.7653522,1.56665456,-5.96669,9,38,09:38:00,1,0.0,0.0,0.0,2023-01-02 09:38:00
57,1,9.644017,-19.4056416,1.56665456,-9.868385,9,38,09:38:00,1,0.0,0.0,0.0,2023-01-02 09:38:00
58,1,9.645687,-19.9888687,1.56665456,-11.92214,9,38,09:38:00,1,0.0,0.0,0.0,2023-01-02 09:38:00
59,1,9.647356,-21.2345428,1.56665456,-14.5613728,9,38,09:38:00,1,0.0,0.0,0.0,2023-01-02 09:38:00
60,1,9.649025,-24.074707,1.56665456,-17.2709465,9,38,09:38:00,1,0.0,0.0,0.0,2023-01-02 09:38:00
61,1,9.650695,-27.798584,1.56665456,-18.5043774,9,39,09:39:00,1,0.0,0.0,0.0,2023-01-02 09:39:00
62,1,9.652367,-31.802536,1.56665456,-18.7049789,9,39,09:39:00,1,0.0,0.0,0.0,2023-01-02 09:39:00
63,1,9.654036,-35.7557335,1.56665456,-18.98571,9,39,09:39:00,1,0.0,0.0,0.0,2023-01-02 09:39:00
64,1,9.655708,-37.5849762,1.56665456,-21.6916313,9,39,09:39:00,1,0.0,1.0,0.0,2023-01-02 09:39:00
65,1,9.764071,-37.47,1.56665456,-22.95,9,45,09:45:00,1,0.0,0.0,0.0,2023-01-02 09:45:00
