Day,Time,X,Y,Z
0,8.679774,-0.409999847,-7.217,-8.12
0,8.681519,-3.55807114,-6.35942268,-8.301255
0,8.683307,-4.648308,-6.35942268,-5.896284
0,8.685058,-0.9168358,-6.35942268,-4.07694
0,8.686891,3.3806,-6.36014557,-3.89698267
0,8.688633,7.11771059,-6.36182737,-5.487187
0,8.690367,10.5977545,-6.38243246,-7.76826143
0,8.692107,13.3217487,-6.392756,-7.446724
0,9.626366,13.52,-6.392756,-6.65
0,9.628039,12.604105,-6.392756,-8.264779
0,9.629861,10.9586668,-6.392756,-12.2406778
0,9.631665,10.1131945,-6.392756,-16.4471817
0,9.633392,7.044362,-6.392756,-14.7551651
0,9.6352,6.819172,-3.851663,-11.2007027
0,9.636975,3.82682514,-3.75942278,-8.920866
0,9.63874149,0.492282867,-0.73168087,-8.8872
0,9.640487,-2.15884972,-0.259422779,-11.2406406
0,9.642302,-1.50667191,-0.259422779,-15.2064342
0,9.644081,1.51735878,-0.259422779,-17.6995125
0,9.645936,5.88814068,-0.259422779,-17.0059166
0,9.647611,9.574486,-0.259422779,-17.96259
0,9.649463,9.680513,-0.259422779,-22.0075989
0,9.651246,11.969717,-0.233544827,-24.0812664
0,9.65308,16.239,-0.3211379,-24.917
0,9.798132,16.239,-0.3211379,-24.917
0,9.799976,13.9686489,-0.226089,-24.2480049
0,9.801706,9.988337,-0.259422779,-23.0859241
0,9.803454,10.0595646,-0.259422779,-19.9708977
0,9.805267,7.452968,-0.259422779,-16.9596748
0,9.80699,3.31958485,-0.259422779,-16.8924351
0,9.808727,-0.40996933,-0.259422779,-15.605484
0,9.810468,-2.53063965,-0.259422779,-12.48396
0,9.812204,-0.4134121,-0.235004425,-9.043695
0,9.813957,2.67870522,-2.73252,-8.766908
0,9.815728,5.81827545,-3.75942278,-10.216074
0,9.817442,7.154306,-5.36617327,-13.2780113
0,9.819185,8.653206,-6.392756,-16.3690186
0,9.820986,10.7976847,-6.392756,-14.18549
0,9.822738,11.6640139,-6.392756,-10.07615
0,9.824502,13.52,-6.392756,-6.65
0,10.0347738,13.52,-6.392756,-6.65
0,10.0364494,13.1639709,-6.392756,-7.27770233
0,10.0382338,11.2737179,-6.392756,-11.0738564
0,10.0399723,10.4153023,-6.392756,-15.1513577
0,10.0417042,7.91478348,-6.392756,-15.8207779
0,10.0434685,6.892433,-4.7960043,-12.4466228
0,10.04524,5.088727,-3.75942278,-9.617459
0,10.0469637,1.42452717,-1.49975967,-8.552708
0,10.0487289,-2.75039864,-0.256654739,-8.301714
0,10.0504656,-6.58987427,-0.259422779,-6.88351536
0,10.0522318,-10.3512611,-0.259422779,-4.9294095
0,10.0539465,-14.0039825,-0.259422779,-3.03176069
0,10.113698,-16.2945957,-0.259422779,-2.26576614
0,10.1154928,-14.0633125,-0.259422779,-2.42508554
0,10.1172419,-10.3768005,-0.259422779,-4.432084
0,10.1190491,-6.567093,-0.259422779,-6.506155
0,10.1207924,-2.92988968,-0.259422779,-8.517014
0,10.1225443,0.540559769,-0.751991749,-8.706349
0,10.12429,3.53687859,-3.62194633,-8.85785
0,10.1259794,6.61324263,-3.75942278,-10.868413
