Day,Time,X,Y,Z
2,8.223785,5.81600761,-9.69,-9.394995
2,8.225458,3.5155983,-8.933346,-9.422958
2,8.227128,-0.492141724,-8.933346,-9.47168
2,8.228799,-4.50188637,-8.933346,-9.520409
2,8.230473,-8.520218,-8.933345,-9.569263
2,8.232147,-12.5345955,-8.933346,-9.618059
2,8.233813,-16.53414,-8.933346,-9.666672
2,8.235482,-20.53463,-8.933346,-9.740311
2,8.237148,-24.4088154,-8.90782,-9.920374
2,8.238818,-28.2850075,-8.84144,-10.1648026
2,8.240491,-32.1720276,-8.75906849,-10.4876118
2,8.242157,-33.72383,-8.131821,-11.6361618
2,8.24383,-31.5214462,-6.259707,-13.3626842
2,8.24550152,-28.9199333,-3.62659121,-14.4421978
2,8.247172,-25.962471,-0.894984365,-13.3715391
2,8.248842,-22.9467735,1.44866836,-11.11002
2,8.25051,-19.46267,1.56665456,-9.474981
2,8.252179,-18.0738258,1.56665456,-10.6271381
2,8.253847,-19.928936,1.56665456,-13.8493967
2,8.255518,-22.0703087,1.56665456,-17.2374
2,8.257186,-24.216238,1.56665456,-20.5855389
2,8.258859,-25.7233467,1.59432042,-23.4666672
2,8.260529,-23.9589062,1.56665456,-26.09589
2,8.262198,-21.9522171,1.56665456,-29.1895
2,8.42891,-21.9,1.56665456,-29.27
2,8.430583,-23.0121956,1.56665456,-27.2140388
2,8.432251,-24.9251175,1.56665456,-23.7131386
2,8.433919,-25.2756958,1.56665456,-20.2568169
2,8.435586,-22.7629013,1.56665456,-17.1696587
2,8.437256,-20.2856541,1.56665456,-14.0874538
2,8.438929,-17.6855927,1.56665456,-11.0606251
2,8.4406,-13.0486164,1.56665456,-9.312326
2,8.442271,-9.262409,1.56665456,-8.558271
2,8.503199,-9.019993,1.56665456,-8.509991
2,8.504867,-11.3101788,1.56665456,-8.943413
2,8.50653648,-16.233675,1.56665456,-9.833326
2,8.508205,-19.3844032,1.56665456,-11.74802
2,8.509877,-21.3414879,1.56665456,-15.2522926
2,8.511546,-23.2939949,1.56665456,-18.7484055
2,8.513214,-25.2217865,1.56665456,-22.1595745
2,8.514882,-24.7192383,1.56665456,-25.3610744
2,8.516551,-22.3777218,1.56665456,-28.607626
2,9.075242,-21.9,1.56665456,-29.27
2,9.076915,-23.0128479,1.56665456,-27.2128181
2,9.078585,-24.9278183,1.56665456,-23.7084084
2,9.080254,-25.2699776,1.56665456,-20.2523136
2,9.081922,-22.755022,1.56665456,-17.1630783
2,9.08359,-20.28173,1.56665456,-14.0829248
2,9.08525848,-17.6869869,1.56665456,-11.0623016
2,9.086926,-13.04895,1.56665456,-9.312344
2,9.088598,-9.259867,1.56665456,-8.557756
2,9.169877,-9.019993,1.56665456,-8.509991
2,9.171547,-11.3142567,1.56665456,-8.944189
2,9.173216,-16.2367058,1.56665456,-9.833324
2,9.174884,-19.3833752,1.56665456,-11.7457867
2,9.176557,-21.3404446,1.56665456,-15.2501965
2,9.178228,-23.29804,1.56665456,-18.7555275
2,9.179897,-25.22592,1.56665456,-22.1654625
2,9.181565,-24.7168789,1.56665456,-25.3631134
2,9.183235,-22.3729572,1.56665456,-28.6140251
2,9.991805,-21.9,1.56665456,-29.27
2,9.993473,-23.0119934,1.56665456,-27.22161
2,9.995142,-24.9232521,1.56665456,-23.7190914
2,9.996812,-25.272501,1.56665456,-20.206234
2,9.998482,-22.9411068,1.56665456,-16.9558048
2,10.0001545,-20.7532921,1.56665456,-13.69097
2,10.0018253,-19.41839,1.56665456,-10.006012
2,10.0034971,-18.8495064,1.56665456,-6.14693832
2,10.005168,-20.0391541,1.56665456,-2.33625412
2,10.0301781,-21.8727837,1.56665456,-1.76782227
2,10.031846,-20.17902,1.56665456,-2.58978653
2,10.0335188,-18.35389,1.56665456,-5.418949
2,10.0351906,-19.2892361,1.56665456,-9.288258
2,10.0368595,-19.95425,1.56665456,-11.7505436
2,10.0385313,-20.80208,1.56665456,-13.8462658
2,10.0401993,-22.6763687,1.56665456,-17.384388
2,10.041872,-24.5619316,1.56665456,-20.8880787
2,10.043541,-25.3651867,1.56665456,-24.2048264
2,10.045207,-23.2012863,1.56665456,-27.4680767
2,10.62063,-21.9,1.56665456,-29.27
2,10.6222963,-23.14994,1.56665456,-27.3086586
2,10.6239681,-25.27362,1.56665456,-23.9446983
2,10.6256409,-28.268589,1.56665456,-21.3454361
2,10.6273136,-31.4383945,1.56665456,-18.8879013
2,10.6289854,-34.59318,1.56665456,-16.4527435
2,10.6306534,-36.9772835,1.56665456,-13.3231506
2,10.6323242,-37.6062965,1.56665456,-9.484272
2,10.63399,-36.016304,1.56665456,-6.41589165
2,10.6589985,-35.2700081,1.56665456,-4.439987
2,10.6606674,-36.0944748,1.56665456,-6.617132
2,10.6623459,-37.8644676,1.56665456,-10.1818066
2,10.6640139,-37.1054649,1.56665456,-13.594965
2,10.6656837,-34.50485,1.56665456,-16.5882053
2,10.6673565,-31.337326,1.56665456,-19.0548172
2,10.6690292,-28.1708336,1.56665456,-21.518404
2,10.6706991,-25.1362572,1.56665456,-24.0715256
2,10.6723671,-23.0203838,1.56665456,-27.4687424
2,12.0458965,-21.9,1.56665456,-29.27
2,12.0475645,-22.9905052,1.56665456,-27.254137
2,12.0492344,-24.9049,1.56665456,-23.7528687
2,12.0509014,-25.29206,1.56665456,-20.2473812
2,12.0525694,-22.97018,1.56665456,-16.9990311
2,12.0542393,-20.7529774,1.56665456,-13.78287
2,12.055912,-19.8248978,1.56665456,-10.34811
2,12.0575867,-21.07753,1.56665456,-8.487099
2,12.0592527,-23.41002,1.56665456,-10.3126411
2,12.0609226,-25.460783,0.0570384264,-12.608593
2,12.06259,-27.6325359,-2.49956846,-14.2284679
2,12.0642576,-30.7184734,-5.358824,-13.8814106
2,12.06593,-32.47558,-8.092422,-11.5361671
2,12.0676,-31.4544582,-8.900746,-9.77058
2,12.0692749,-27.5443535,-8.908809,-9.670515
2,12.0709438,-23.5408783,-8.923351,-9.637447
2,12.0726156,-19.52818,-8.933346,-9.604303
2,12.0742855,-15.5290956,-8.933346,-9.552444
2,12.0759544,-11.6900635,-8.933346,-9.511496
2,12.0776224,-7.842436,-8.933345,-9.387489
2,12.0792971,-3.92124939,-8.933346,-9.385273
2,12.0809669,-0.0315208435,-8.933346,-9.555517
2,12.08264,3.7496357,-8.933346,-9.503258
2,12.6905575,5.61516,-8.933346,-9.172367
2,12.6922283,3.32751274,-8.933346,-9.221813
2,12.6938992,-0.6807232,-8.933346,-9.308468
2,12.6955662,-4.680441,-8.933346,-9.39493752
2,12.6972351,-8.686631,-8.933345,-9.481543
2,12.6989079,-12.6969643,-8.933346,-9.568249
2,12.7005825,-16.7155361,-8.933346,-9.655125
2,12.7022543,-20.7180977,-8.932989,-9.747807
2,12.70392,-24.59224,-8.905126,-9.929861
2,12.705595,-28.4749,-8.838078,-10.1772842
2,12.7072659,-32.3450165,-8.747447,-10.4999657
2,12.7089357,-33.6737976,-8.077955,-11.725029
2,12.7106037,-31.3398552,-6.002688,-13.47401
2,12.7122765,-28.70479,-3.46378517,-14.4481106
2,12.7139444,-25.7384415,-0.65623343,-13.2126923
2,12.7156162,-22.6974163,1.49650609,-10.9241638
2,12.7172871,-19.40599,1.56665456,-9.42564
2,12.71896,-18.4777184,1.56665456,-10.9108582
2,12.7206278,-20.4258881,1.56665456,-14.2688427
2,12.7222958,-22.4928951,1.56665456,-17.6936951
2,12.7239666,-24.5694523,1.56665456,-21.07483
2,12.7256374,-25.5131073,1.57439363,-23.6202278
2,12.7273045,-23.4890785,1.56665456,-26.8596172
2,12.7289753,-21.9,1.56665456,-29.27
2,12.9290485,-21.9,1.56665456,-29.27
2,12.9307175,-23.1512814,1.56665456,-27.30422
2,12.9323893,-25.2735577,1.56665456,-23.9401741
2,12.9340572,-27.6365089,1.56665456,-22.7022362
2,12.9357262,-28.6216946,1.56665456,-25.7153473
2,12.9373989,-29.17235,1.56665456,-29.69244
2,12.9390659,-29.7211266,1.56665456,-33.6558571
2,13.1033754,-29.8200035,1.56665456,-34.37
2,13.1050415,-29.3557625,1.56665456,-32.0912666
2,13.1067142,-28.5551281,1.56665456,-28.1614246
2,13.1083841,-26.8069115,1.56665456,-24.6436157
2,13.110054,-25.1117229,1.56665456,-22.2342415
2,13.111721,-25.6628342,1.59643173,-23.0201
2,13.1133957,-24.0721455,1.56665456,-25.95147
2,13.1150637,-21.9953175,1.56665456,-29.1243744
2,13.6653652,-21.9,1.56665456,-29.27
2,13.6670322,-23.1496449,1.56665456,-27.3067646
2,13.6687012,-25.2707767,1.56665456,-23.9449615
2,13.6703739,-28.268362,1.56665456,-21.3501854
2,13.67204,-31.4294,1.56665456,-18.89721
2,13.6737118,-34.5865936,1.56665456,-16.4574184
2,13.6753845,-36.9756165,1.56665456,-13.3258095
2,13.6770554,-37.60852,1.56665456,-9.484665
2,13.6787252,-36.0217552,1.56665456,-6.42921448
2,13.70373,-35.2700081,1.56665456,-4.439987
2,13.7053995,-36.09643,1.56665456,-6.622284
2,13.7070713,-37.8630676,1.56665456,-10.1782455
2,13.70874,-37.1136627,1.56665456,-13.58749
2,13.7104111,-34.51221,1.56665456,-16.5805
2,13.712079,-31.3522339,1.56665456,-19.0420113
2,13.7137489,-28.19126,1.56665456,-21.5019569
2,13.7154179,-25.1554756,1.56665456,-24.0448818
2,13.7170858,-23.0365772,1.56665456,-27.4433861
2,14.5409908,-21.9,1.56665456,-29.27
2,14.5426579,-23.00664,1.56665456,-27.2242928
2,14.5443239,-24.91882,1.56665456,-23.7274475
2,14.5459938,-25.2810631,1.56665456,-20.2186871
2,14.5476646,-22.9534416,1.56665456,-16.966547
2,14.5493326,-20.77933,1.56665456,-13.7381973
2,14.5510025,-19.46276,1.56665456,-9.971312
2,14.5526752,-18.81296,1.56665456,-6.12404633
2,14.554348,-20.0496063,1.56665456,-2.32903671
2,14.5793552,-22.09,1.56665456,-1.35998154
2,14.581028,-20.1130581,1.56665456,-2.58420563
2,14.5826969,-18.76213,1.56665456,-5.96944427
2,14.5843668,-19.4060154,1.56665456,-9.871813
2,14.5860367,-19.9846458,1.56665456,-11.9316921
2,14.5877094,-21.320816,1.56665456,-14.812336
2,14.5893822,-23.1978226,1.56665456,-18.3617477
2,14.59105,-25.0629711,1.56665456,-21.8237648
2,14.5927181,-24.9580727,1.56665456,-24.9740944
2,14.594389,-22.63344,1.56665456,-28.2399235
2,15.3280239,-21.9,1.56665456,-29.27
2,15.3297386,-23.0420628,1.56665456,-27.1588058
2,15.3314085,-24.9593735,1.56665456,-23.65505
2,15.3330784,-25.2303123,1.56665456,-20.1498432
2,15.3347454,-22.8988686,1.56665456,-16.9029331
2,15.3364162,-20.7286873,1.56665456,-13.6461706
2,15.3380833,-19.8625946,1.56665456,-9.864111
2,15.3397522,-21.1396942,1.56665456,-8.604126
2,15.3414211,-23.5424614,1.56665456,-10.625576
2,15.343091,-25.6243553,-0.22933948,-12.813446
2,15.3447628,-27.936409,-2.83592749,-14.3043861
2,15.34643,-31.0014172,-5.67208242,-13.7270832
2,15.3480978,-32.54136,-8.359575,-11.2360458
2,15.3497677,-31.1834831,-8.904423,-9.261875
2,15.3514385,-27.2415676,-8.911941,-9.226746
2,15.3531094,-23.2340355,-8.926251,-9.247143
2,15.3547764,-19.2309341,-8.933346,-9.267515
2,15.3564472,-15.2205687,-8.933346,-9.287924
2,15.3581161,-11.2169209,-8.933345,-9.3083
2,15.3597879,-7.203164,-8.933345,-9.328724
2,15.3614578,-3.19360352,-8.933346,-9.349136
2,15.3631287,0.815761566,-8.933346,-9.369541
2,15.3647995,4.82208633,-8.933346,-9.389923
2,17.0964775,5.81601524,-8.933346,-9.394991
2,17.0981483,4.207369,-8.933346,-8.627764
2,17.09982,0.2103138,-8.933346,-8.805498
2,17.1014862,-3.79437637,-8.933346,-8.986366
2,17.103157,-7.79846,-8.933345,-9.167208
2,17.104826,-11.795084,-8.933346,-9.34771
2,17.1064949,-15.7976513,-8.933346,-9.528481
2,17.10817,-19.8122063,-8.933346,-9.709787
2,17.1098442,-23.7237453,-8.917452,-9.886923
2,17.1115112,-27.5951576,-8.85458851,-10.1151047
2,17.113184,-31.4845772,-8.770848,-10.4398766
2,17.1148529,-33.7710342,-8.38885,-11.2527752
2,17.1165218,-31.9480457,-6.60740471,-13.0160294
2,17.1181927,-29.4230633,-4.084275,-14.3327093
2,17.1198654,-26.4618988,-1.3655175,-13.7221527
2,17.1215363,-23.4939,1.26143384,-11.5272617
2,17.1232052,-20.07385,1.56665456,-9.585266
2,17.12488,-18.01683,1.56665456,-10.2397251
2,17.1265488,-19.553894,1.56665456,-13.2653179
2,17.1282158,-21.6932526,1.56665456,-16.6466713
2,17.1298866,-23.8429356,1.56665456,-20.0155373
2,17.13156,-25.67869,1.58622682,-23.3410721
2,17.1332283,-24.3051853,1.56665456,-25.5762882
2,17.1349,-22.1436138,1.56665456,-28.8958759
2,17.1599064,-21.9,1.56665456,-29.27
2,17.16158,-23.1553955,1.56665456,-27.2977333
2,17.16325,-25.2825584,1.56665456,-23.9287
2,17.164917,-28.2759552,1.56665456,-21.3417587
2,17.166584,-31.4372883,1.56665456,-18.889782
2,17.1682549,-34.5883255,1.56665456,-16.4570084
2,17.1699238,-36.97504,1.56665456,-13.3285789
2,17.1715927,-37.61151,1.56665456,-9.494936
2,17.17326,-36.0288353,1.56665456,-6.448864
2,17.1982651,-35.2700081,1.56665456,-4.439987
2,17.1999359,-36.0956726,1.56665456,-6.52548027
2,17.20161,-37.7870026,1.56665456,-10.0183372
2,17.2032852,-37.2047119,1.56665456,-13.4570408
2,17.2049541,-34.6373978,1.56665456,-16.4706268
2,17.2066269,-31.4781456,1.56665456,-18.9439735
2,17.2082939,-28.3172684,1.56665456,-21.4038715
2,17.2099628,-25.2491112,1.56665456,-23.9146881
2,17.2116318,-23.1236439,1.56665456,-27.30273
2,17.2221,-21.9,1.56665456,-29.27
2,17.2237663,-23.00715,1.56665456,-27.2663937
2,17.2254353,-24.90997,1.56665456,-23.7690811
2,17.2271042,-25.2620945,1.56665456,-20.2772217
2,17.2287712,-22.95728,1.56665456,-17.01501
2,17.230444,-20.7796974,1.56665456,-13.7384987
2,17.2321148,-19.856926,1.56665456,-9.96101
2,17.23378,-21.074707,1.56665456,-8.604219
2,17.23545,-23.4769363,1.56665456,-10.5674267
2,17.2371216,-25.5754852,-0.155114532,-12.76306
2,17.2387886,-27.84933,-2.76211357,-14.2853336
2,17.24046,-30.9289246,-5.59835958,-13.7696285
2,17.2421265,-32.52285,-8.298912,-11.3043442
2,17.2437935,-31.2810364,-8.904322,-9.276072
2,17.2454643,-27.36488,-8.91150951,-9.224289
2,17.2472115,-23.1701927,-8.926487,-9.245869
2,17.2488785,-19.1813889,-8.933346,-9.273809
2,17.2505455,-15.17957,-8.933346,-9.293207
2,17.2522163,-11.297533,-8.933345,-9.272682
2,17.2538815,-7.43324471,-8.933345,-9.212669
2,17.25555,-3.433096,-8.933346,-9.267715
2,17.2572212,0.5773907,-8.933346,-9.32290649
2,17.2588921,4.5878067,-8.933346,-9.378092
3,8.021976,5.81601524,-8.933346,-9.394991
3,8.023647,3.52430725,-8.933346,-9.422844
3,8.025315,-0.478187561,-8.933346,-9.471493
3,8.026988,-4.491331,-8.933346,-9.520275
3,8.02866,-8.50306,-8.933345,-9.569046
3,8.030333,-12.5149174,-8.933346,-9.617811
3,8.032001,-16.5186043,-8.933346,-9.6664505
3,8.033671,-20.5257416,-8.933346,-9.73996
3,8.035348,-24.4202213,-8.907517,-9.921593
3,8.037016,-28.2965832,-8.841167,-10.16588
3,8.038686,-32.179863,-8.758863,-10.4885159
3,8.040359,-33.70886,-8.123732,-11.6510906
3,8.042028,-31.5024242,-6.24797869,-13.3624229
3,8.043697,-28.9086227,-3.61973143,-14.438859
3,8.045369,-25.926281,-0.8724452,-13.3571434
3,8.04704,-22.9168587,1.455311,-11.0898457
3,8.048708,-19.4292336,1.56665456,-9.472084
3,8.050381,-18.082056,1.56665456,-10.6589813
3,8.052047,-19.9551334,1.56665456,-13.891201
3,8.053715,-22.0940952,1.56665456,-17.2752266
3,8.0553875,-24.24173,1.56665456,-20.6237488
3,8.057054,-25.7176933,1.59488571,-23.4666672
3,8.058724,-23.9229164,1.56665456,-26.1550255
3,8.060392,-21.9423141,1.56665456,-29.2048473
3,9.68584,-21.9,1.56665456,-29.27
3,9.687508,-23.864193,1.56665456,-30.485548
3,9.956132,-24.34,1.56665456,-30.78
3,9.957798,-22.37688,1.56665456,-29.5651245
3,10.6582136,-21.9,1.56665456,-29.27
3,10.6598835,-23.1527863,1.56665456,-27.3018456
3,10.6615562,-25.27977,1.56665456,-23.931839
3,10.6632242,-28.2753258,1.56665456,-21.3453941
3,10.664897,-31.44311,1.56665456,-18.8868866
3,10.6665649,-34.59188,1.56665456,-16.4544735
3,10.6682377,-36.9795,1.56665456,-13.3226681
3,10.6699057,-37.6071472,1.56665456,-9.484142
3,10.6715775,-36.0160522,1.56665456,-6.414753
3,10.69658,-35.2700081,1.56665456,-4.439987
3,10.69825,-36.0962,1.56665456,-6.621706
3,10.6999226,-37.857666,1.56665456,-10.1781807
3,10.7015915,-37.0758171,1.56665456,-13.604351
3,10.7032652,-34.4813843,1.56665456,-16.6059017
3,10.7049313,-31.3229256,1.56665456,-19.0648422
3,10.7066,-28.16449,1.56665456,-21.5228119
3,10.708272,-25.1322136,1.56665456,-24.080286
3,10.7099409,-23.0139561,1.56665456,-27.4801979
3,11.1266861,-21.9,1.56665456,-29.27
3,11.1283569,-23.011961,1.56665456,-27.2145
3,11.13003,-24.9288483,1.56665456,-23.7083721
3,11.1317,-25.2667751,1.56665456,-20.1964588
3,11.1333694,-22.9352589,1.56665456,-16.9479675
3,11.1350365,-20.74836,1.56665456,-13.682003
3,11.1367064,-19.44573,1.56665456,-9.907959
3,11.138381,-18.8438816,1.56665456,-6.06850433
3,11.1400528,-20.0727615,1.56665456,-2.27319717
3,11.1650553,-22.09,1.56665456,-1.35998154
3,11.1667233,-20.1160583,1.56665456,-2.58214951
3,11.1683941,-18.7647476,1.56665456,-5.971733
3,11.1700668,-19.4080849,1.56665456,-9.877785
3,11.1717386,-19.9874344,1.56665456,-11.9399738
3,11.1734047,-21.3046017,1.56665456,-14.7841434
3,11.1750736,-23.176199,1.56665456,-18.3221817
3,11.1767416,-25.04239,1.56665456,-21.7859879
3,11.1784134,-24.9408417,1.56665456,-25.0492516
3,11.18008,-22.6017876,1.56665456,-28.29609
3,11.2217569,-21.9,1.56665456,-29.27
3,11.2234249,-23.1517754,1.56665456,-27.3034134
3,11.2250938,-25.271,1.56665456,-23.9452343
3,11.22676,-27.6254539,1.56665456,-22.69307
3,11.2284279,-28.6153126,1.56665456,-25.69471
3,11.2300949,-29.1655426,1.56665456,-29.65706
3,11.2317667,-29.71759,1.56665456,-33.6325035
3,11.449131,-29.8200035,1.56665456,-34.37
3,11.4508038,-29.3661919,1.56665456,-32.07891
3,11.4524784,-28.5574455,1.56665456,-28.1580372
3,11.4541483,-26.8164978,1.56665456,-24.6529465
3,11.4558163,-25.2675076,1.56665456,-22.35611
3,11.4574871,-25.6023521,1.58889163,-23.1446533
3,11.4591532,-23.87089,1.56665456,-26.2615376
3,11.4608259,-21.9212284,1.56665456,-29.2375965
3,12.1336632,-21.9,1.56665456,-29.27
3,12.1353312,-22.9863167,1.56665456,-27.261858
3,12.1369991,-24.854435,1.56665456,-23.87159
3,12.1386681,-25.3088665,1.56665456,-20.3927574
3,12.1403446,-23.0119877,1.56665456,-17.1066723
3,12.1420126,-20.81842,1.56665456,-13.8204336
3,12.1436844,-19.8109818,1.56665456,-10.1369591
3,12.1453571,-21.3475246,1.56665456,-8.423296
3,12.1470261,-23.6725464,1.56665456,-10.4940224
3,12.1487026,-25.6286812,-0.197702527,-12.7814445
3,12.15037,-27.9051037,-2.81340647,-14.2940845
