day,hour,minute,room_actual,minute_idx
217,8,50,4C-11,1250
217,9,16,4C-11,1276
217,9,46,4C-11,1306
217,10,20,4C-11,1340
217,10,50,Flur 4. OG Übergang,1370
217,11,17,4C-11,1397
217,12,9,Küche 5. OG,1449
217,12,36,4C-11,1476
217,13,14,5C-01.1,1514
217,13,33,4C-11,1533
217,15,33,4C-11,1653
217,16,11,4C-11,1691
218,8,42,4C-11,1842
218,9,0,5C-01.1,1860
218,10,23,5C-01.1,1943
218,12,5,Küche 5. OG,2045
218,12,49,4C-11,2089
218,15,2,4C-11,2222
