Day,Time,X,Y,Z
1,8.342722,-0.409999847,-7.217,-8.119999
1,8.344455,-2.09475327,-6.35942268,-11.1833754
1,8.346213,-1.717061,-6.367699,-15.0022268
1,8.347945,1.19844246,-6.392756,-17.5812187
1,8.349715,5.3981657,-6.392756,-16.945364
1,8.351383,9.348391,-6.392756,-17.59397
1,8.353151,9.786984,-6.392756,-21.361084
1,8.354931,11.6686306,-6.392756,-23.9778252
1,9.062643,12.6,-6.392756,-24.18
1,9.064381,10.4271193,-6.392756,-23.33003
1,9.066157,10.101244,-6.392756,-20.1987762
1,9.067877,8.187299,-6.392756,-16.5759411
1,9.069576,6.97939444,-5.270386,-13.14978
1,9.071281,5.970581,-3.75942278,-10.0439987
1,9.072997,2.3538084,-2.580594,-8.567985
1,9.074711,-1.62543488,-0.248322487,-8.357147
1,9.07646751,-5.134823,-0.259422779,-6.86997032
1,9.078217,-2.30052948,-0.259422779,-4.570442
1,9.079935,1.43614769,-0.259422779,-2.82560539
1,9.081684,5.240391,-0.259422779,-1.04921722
1,9.083456,9.052837,-0.259422779,0.684553146
1,9.085162,12.3,-0.259422779,2.5
1,9.339016,12.3,-0.259422779,2.5
1,9.340839,10.2410307,-0.259422779,1.26602745
1,9.342585,6.47553539,-0.259422779,-0.54265213
1,9.344322,2.69815445,-0.259422779,-2.31109428
1,9.34606552,-1.07257652,-0.259422779,-4.035
1,9.347803,-4.6666584,-0.259422779,-6.010914
1,9.349642,-2.67808437,-0.259422779,-8.564539
1,9.351348,0.687433243,-1.02728462,-8.86519051
1,9.353076,3.63793659,-3.727828,-8.86665249
1,9.354787,6.68338633,-3.75942278,-10.9218693
1,9.356522,7.114546,-5.941777,-14.1308794
1,9.358265,8.803721,-6.392756,-17.6517372
1,9.359993,9.910977,-6.392756,-21.3126621
1,9.36178,11.3120308,-6.392756,-23.7717667
1,9.968821,12.6,-6.392756,-24.18
1,9.97057,10.0655327,-6.392756,-23.1773682
1,9.97230148,9.941761,-6.392756,-19.83594
1,9.974186,7.7828927,-6.392756,-15.9125195
1,9.975929,6.935189,-4.753435,-12.4069118
1,9.977646,5.11850739,-3.75942278,-9.627613
1,9.979433,1.29791832,-1.4114089,-8.52217
1,9.981207,-2.90848732,-0.2579093,-8.290105
1,9.98294,-6.989931,-0.259422779,-8.003487
1,9.984678,-10.0107,-0.259422779,-9.434857
1,9.986508,-10.5012741,-0.259422779,-13.6373682
1,10.0116835,-9,-0.259422779,-15.38
1,10.0134335,-10.5447865,-0.259422779,-13.0681572
1,10.0151091,-9.586664,-0.259422779,-9.38678
1,10.0169353,-6.483921,-0.259422779,-7.74287033
1,10.0187,-2.38768578,-0.252038479,-8.407864
1,10.0204649,1.00453949,-1.11834526,-8.66497
1,10.0223408,4.204324,-3.75942278,-8.905319
