idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
1195,43.0,216,Tue,8,43,-32.939769999999996,1.56665456,-28.4568233,5C-02.2,-32.88312530517578,1.5545034408569336,-28.399858474731445,5C-02.2
1196,43.0,216,Tue,9,38,-32.9521866,1.56665456,-28.4616089,5C-02.2,-32.432355880737305,1.5615978240966797,-28.36333179473877,5C-02.2
1197,43.0,216,Tue,11,1,-31.99492,1.56665456,-26.7030239,5C-02.2,-32.72624588012695,1.564840316772461,-28.29588794708252,5C-02.2
1198,43.0,216,Tue,12,3,-15.649250000000002,1.56665456,-4.146310999999997,Küche 5. OG,-15.077247619628906,1.572500228881836,-3.6106109619140625,Küche 5. OG
1199,43.0,216,Tue,13,5,-32.98691,1.56665456,-28.54291,5C-02.2,-32.94613265991211,1.5644035339355469,-28.262367248535156,5C-02.2
1200,43.0,216,Tue,13,22,-10.240692099999997,-8.933346,-9.144504999999999,Flur 4. OG Übergang,-9.787376403808594,1.5645456314086914,-9.554136276245117,Vorraum 5C-15
1201,43.0,216,Tue,13,58,-31.91977,1.56665456,-26.5687675,5C-02.2,-32.53860092163086,1.5646209716796875,-27.875717163085938,5C-02.2
1202,43.0,216,Tue,14,26,-32.0223,1.56665456,-26.7565022,5C-02.2,-32.505544662475586,1.562286376953125,-28.035841941833496,5C-02.2
1203,43.0,216,Tue,16,2,-32.94787,1.56665456,-28.4510975,5C-02.2,-32.894264221191406,1.563054084777832,-28.458288192749023,5C-02.2
1204,43.0,216,Tue,16,58,-32.7992,1.56665456,-28.1029224,5C-02.2,-32.69422912597656,1.5622234344482422,-28.206137657165527,5C-02.2
1205,43.0,217,Wed,8,48,-32.989999999999995,1.56665456,-28.55,5C-02.2,-32.94841957092285,1.5622138977050781,-28.327027320861816,5C-02.2
1206,43.0,217,Wed,9,49,-32.989999999999995,1.56665456,-28.55,5C-02.2,-32.9806022644043,1.563201904296875,-28.46817970275879,5C-02.2
1207,43.0,217,Wed,11,8,-32.989999999999995,1.56665456,-28.55,5C-02.2,-32.77015686035156,1.5656547546386719,-27.95408058166504,5C-02.2
1208,43.0,217,Wed,12,2,-15.2321491,1.56665456,-4.454169999999998,Küche 5. OG,-15.22714614868164,1.5722074508666992,-3.5387954711914062,Küche 5. OG
1209,43.0,217,Wed,12,40,-32.4664268,1.56665456,-27.5557671,5C-02.2,-32.75113105773926,1.5696516036987305,-27.91420078277588,5C-02.2
1210,43.0,217,Wed,13,14,-19.640884399999997,1.56665456,-18.3983955,5C-01.1,-19.101234436035156,1.5643510818481445,-19.202735900878906,5C-01.1
1211,43.0,217,Wed,13,44,-32.2700958,1.56665456,-27.217546499999997,5C-02.2,-32.69590950012207,1.562631607055664,-27.855353355407715,5C-02.2
1212,43.0,217,Wed,14,10,-32.3399925,1.56665456,-27.0236034,5C-02.2,-32.77571487426758,1.5625715255737305,-28.12313747406006,5C-02.2
1213,43.0,217,Wed,15,25,-32.9875526,1.56665456,-28.5443478,5C-02.2,-32.870344161987305,1.5618972778320312,-28.33830738067627,5C-02.2
1214,43.0,217,Wed,16,51,-28.86,-8.933347,-35.6,4C-05,-31.36426544189453,1.5609769821166992,-27.985360145568848,5C-02.2
1215,43.0,218,Thu,8,34,-32.98891,1.56665456,-28.54797,5C-02.2,-32.89755630493164,1.5662965774536133,-28.424477577209473,5C-02.2
1216,43.0,218,Thu,8,58,-18.856536899999995,1.56665456,-19.013298,5C-01.1,-18.48681640625,1.5666389465332031,-19.040897369384766,5C-01.1
1217,43.0,218,Thu,10,29,-19.486208000000005,1.56665456,-18.9010277,5C-01.1,-19.035266876220703,1.5661296844482422,-19.076555252075195,5C-01.1
1218,43.0,218,Thu,11,47,-32.6892166,1.56665456,-27.84556,5C-02.2,-32.77864456176758,1.565199851989746,-28.081958770751953,5C-02.2
1219,43.0,218,Thu,14,5,-10.562156700000003,-8.933346,-9.447033000000001,Flur 4. OG Übergang,-10.392120361328125,1.5642385482788086,-8.57693099975586,Vorraum 5C-15
1220,43.0,218,Thu,15,1,-32.4666557,1.56665456,-27.5780468,5C-02.2,-32.79213333129883,1.563882827758789,-28.19756507873535,5C-02.2
