idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
2024,43.0,215,Mon,8,37,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-50.88038158416748,1.6204023361206055,-2.6675682067871094,5C-05.2
2025,43.0,215,Mon,10,21,-51.4686966,1.56665456,-2.1458439999999968,5C-05.2,-50.94581127166748,1.6041431427001953,-2.6363296508789062,5C-05.2
2026,43.0,215,Mon,11,11,-49.80843,1.56665456,-2.77324462,5C-05.2,-50.92099189758301,1.5985021591186523,-2.6384239196777344,5C-05.2
2027,43.0,215,Mon,12,3,-16.494907400000002,1.56665456,-4.280518530000002,Küche 5. OG,-15.833812713623047,1.5904340744018555,-2.644012451171875,Küche 5. OG
2028,43.0,215,Mon,13,4,-49.5303345,1.56665456,-2.875352139999997,5C-05.2,-50.65000247955322,1.5802936553955078,-2.6537551879882812,5C-05.2
2029,43.0,215,Mon,13,48,-51.5506935,1.56665456,-3.414959670000002,5C-05.2,-50.590147495269775,1.570962905883789,-2.6656417846679688,5C-05.2
2030,43.0,215,Mon,14,52,-50.96161,1.56665456,-2.339629170000002,5C-05.2,-50.63177728652954,1.567826271057129,-2.6696014404296875,5C-05.2
2031,43.0,215,Mon,15,46,-49.41952,1.56665456,-2.9154064700000006,5C-05.2,-50.60018730163574,1.567840576171875,-2.672618865966797,5C-05.2
2032,43.0,216,Tue,8,2,-49.4521446,1.56665456,-2.901660999999997,5C-05.2,-50.79540729522705,1.5747308731079102,-2.6559219360351562,5C-05.2
2033,43.0,216,Tue,9,34,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-51.20132851600647,1.5710840225219727,-2.6652565002441406,5C-05.2
2034,43.0,216,Tue,10,28,-50.099472,1.56665456,-2.6630660000000006,5C-05.2,-51.21327829360962,1.5707883834838867,-2.667816162109375,5C-05.2
2035,43.0,216,Tue,11,28,-28.9082184,-8.933346,-33.49556,4C-05,-29.480762481689453,1.5702934265136719,-2.672107696533203,Herren WC 5. OG
2036,43.0,216,Tue,12,7,-14.8599739,1.56665456,-3.3000040000000013,Küche 5. OG,-14.979122161865234,1.5704193115234375,-2.677398681640625,Küche 5. OG
2037,43.0,216,Tue,13,0,-51.49757,1.56665456,-2.1365075100000013,5C-05.2,-51.24449062347412,1.5676507949829102,-2.69354248046875,5C-05.2
2038,43.0,216,Tue,13,59,-8.484001,-8.933346,-9.378053000000001,Flur 4. OG Übergang,-8.481483459472656,1.5611095428466797,-2.7140274047851562,5C-15
2039,43.0,216,Tue,14,36,-51.33643,1.56665456,-2.1961073900000017,5C-05.2,-51.19094133377075,1.5634946823120117,-2.720458984375,5C-05.2
2040,43.0,216,Tue,15,43,-50.1460648,1.56665456,-2.608322000000001,5C-05.2,-50.93001174926758,1.5619926452636719,-2.7333450317382812,5C-05.2
2041,43.0,216,Tue,16,25,-51.0241966,1.56665456,-2.313766479999998,5C-05.2,-50.99898386001587,1.5646276473999023,-2.7431678771972656,5C-05.2
2042,43.0,216,Tue,16,46,-9.246718999999999,-8.933346,-9.432744,Flur 4. OG Übergang,-8.921714782714844,1.559356689453125,-2.7589569091796875,5C-15
2043,43.0,217,Wed,9,5,-28.8599873,-8.933346,-35.6000175,4C-05,-50.264244556427,1.5673542022705078,-2.749786376953125,5C-05.2
2044,43.0,217,Wed,10,24,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-51.08485746383667,1.565561294555664,-2.758167266845703,5C-05.2
2045,43.0,217,Wed,12,6,-14.8599739,1.56665456,-3.3000040000000013,Küche 5. OG,-15.04168701171875,1.5661077499389648,-2.7628746032714844,Küche 5. OG
2046,43.0,217,Wed,13,13,-18.120246899999998,1.56665456,-18.9975739,5C-01.1,-17.79857635498047,1.5625085830688477,-2.7734718322753906,Küche 5. OG
2047,43.0,217,Wed,14,8,-51.0221634,1.56665456,-2.314343690000001,5C-05.2,-51.092944622039795,1.562936782836914,-2.7703094482421875,5C-05.2
2048,43.0,217,Wed,15,42,-49.52915,1.56665456,-2.8754925699999987,5C-05.2,-51.18661713600159,1.559239387512207,-2.7773399353027344,5C-05.2
2049,43.0,218,Thu,8,24,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-51.01400804519653,1.5665407180786133,-2.765735626220703,5C-05.2
2050,43.0,218,Thu,8,58,-19.806728399999997,1.56665456,-19.3829155,5C-01.1,-19.53350830078125,1.5645513534545898,-2.771514892578125,Küche 5. OG
2051,43.0,218,Thu,10,29,-19.3317184,1.56665456,-19.5388374,5C-01.1,-19.261165618896484,1.565567970275879,-2.773059844970703,Küche 5. OG
2052,43.0,218,Thu,11,48,-49.99033,1.56665456,-2.7721717399999974,5C-05.2,-51.08258247375488,1.564849853515625,-2.7830581665039062,5C-05.2
2053,43.0,218,Thu,12,9,-14.8599739,1.56665456,-3.3000040000000013,Küche 5. OG,-14.79098892211914,1.5661401748657227,-2.7916488647460938,Küche 5. OG
2054,43.0,218,Thu,12,56,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-51.11633515357971,1.562239646911621,-2.8105545043945312,5C-05.2
2055,43.0,218,Thu,14,20,-51.3344,1.56665456,-2.19662881,5C-05.2,-50.25343704223633,1.560546875,-2.819202423095703,5C-05.2
2056,43.0,218,Thu,15,22,-28.9161282,-8.933346,-33.2287254,4C-05,-50.21738338470459,1.5594844818115234,-2.8260116577148438,5C-05.2
2057,43.0,218,Thu,16,11,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-50.85267639160156,1.562612533569336,-2.823802947998047,5C-05.2
2058,43.0,218,Thu,17,8,-51.53917,1.56665456,-2.1203119999999984,5C-05.2,-50.96451139450073,1.503037452697754,-2.8091964721679688,5C-05.2
2059,43.0,219,Fri,8,32,-49.62893,1.56665456,-2.8349332800000013,5C-05.2,-50.85386371612549,1.5467166900634766,-2.8277816772460938,5C-05.2
2060,43.0,219,Fri,9,42,-51.2414246,1.56665456,-2.2315623799999997,5C-05.2,-51.13845658302307,1.5563974380493164,-2.8102149963378906,5C-05.2
2061,43.0,219,Fri,10,26,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-51.21699237823486,1.5633544921875,-2.8006134033203125,5C-05.2
2062,43.0,219,Fri,12,7,-15.249115000000003,1.56665456,-3.554654120000002,Küche 5. OG,-15.176158905029297,1.5656394958496094,-2.799091339111328,Küche 5. OG
2063,43.0,219,Fri,13,12,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-51.481274127960205,1.5630197525024414,-2.7969284057617188,5C-05.2
2064,43.0,219,Fri,14,18,-18.0399818,1.56665456,-19.0000076,5C-01.1,-17.942821502685547,1.5619544982910156,-2.7929534912109375,Küche 5. OG
2065,43.0,219,Fri,15,8,-51.54,1.56665456,-2.1199999999999974,5C-05.2,-51.19807195663452,1.5629091262817383,-2.7851295471191406,5C-05.2
2066,43.0,219,Fri,15,55,-51.4576721,1.56665456,-2.1511363999999986,5C-05.2,-51.25913667678833,1.5566444396972656,-2.799480438232422,5C-05.2
2067,43.0,219,Fri,16,33,-49.7874756,1.56665456,-2.7812023199999985,5C-05.2,-50.88186550140381,1.5604925155639648,-2.7854232788085938,5C-05.2
