idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
1011,43.0,216,Tue,8,55,-43.48613,-8.933346,-13.917212500000002,4C-08,-44.21416187286377,-8.921057939529419,-14.178213119506836,4C-08
1012,43.0,216,Tue,9,25,-51.57,1.5666551599999998,-5.7499933200000015,5C-05.2,-43.50405406951904,-9.011894464492798,-16.423934936523438,4C-08
1013,43.0,216,Tue,9,42,-43.65451,-8.933346,-13.960372,4C-08,-7.16973876953125,-8.958353400230408,-14.163801193237305,4C-02
1014,43.0,216,Tue,11,28,-8.269981000000001,-8.933346,-9.379998,Flur 4. OG Übergang,-42.865715980529785,-8.905981063842773,-14.047767639160156,4C-08
1015,43.0,216,Tue,12,7,4.830230710000002,-8.933346,-8.271490999999997,Flur 4. OG Übergang,5.675697326660156,-8.916409611701965,-9.370784759521484,Flur 4. OG Übergang
1016,43.0,216,Tue,12,59,-43.5076561,-8.933346,-13.925025000000002,4C-08,-43.613606452941895,-8.921764135360718,-14.140729904174805,4C-08
1017,43.0,216,Tue,13,42,-42.4030151,-8.933346,-13.6670837,4C-08,-44.16428279876709,-8.916045665740967,-14.234039306640625,4C-08
1018,43.0,216,Tue,15,8,-51.00182,1.5666542099999994,-2.164340000000003,5C-05.2,-44.77792739868164,-8.915798664093018,-16.09895133972168,4C-08
1019,43.0,216,Tue,15,27,-43.7192345,-8.933346,-13.975886299999999,4C-08,-43.084760665893555,-8.897971153259277,-14.065727233886719,4C-08
1020,43.0,217,Wed,8,46,-42.15028,-8.933346,-13.602805100000001,4C-08,-43.3719596862793,-8.941753625869751,-13.960256576538086,4C-08
1021,43.0,217,Wed,10,36,-44.38,-8.933346,-14.129999999999999,4C-08,-44.0621862411499,-8.920451641082764,-15.161495208740234,4C-08
1022,43.0,217,Wed,12,5,5.247452000000003,-8.933346,-9.396998,Flur 4. OG Übergang,5.453033447265625,-8.913359642028809,-9.442424774169922,Flur 4. OG Übergang
1023,43.0,217,Wed,12,45,-44.00175,-8.933346,-14.0416965,4C-08,-43.94307613372803,-8.951951265335083,-14.102224349975586,4C-08
1024,43.0,217,Wed,13,53,-43.7093163,-8.933346,-13.972729999999999,4C-08,-43.66525363922119,-8.921542048454285,-14.16905403137207,4C-08
1025,43.0,217,Wed,14,21,-44.38,-8.933346,-14.129999999999999,4C-08,-44.251060485839844,-8.904957175254822,-14.16650390625,4C-08
1026,43.0,217,Wed,16,5,-44.38,-8.933346,-14.129999999999999,4C-08,-43.884188652038574,-8.905873894691467,-14.191812515258789,4C-08
1027,43.0,218,Thu,8,54,-43.6378555,-8.933346,-13.9535913,4C-08,-43.826334953308105,-8.970420360565186,-14.135303497314453,4C-08
1028,43.0,218,Thu,9,35,-28.8603287,-8.933346,-35.5912132,4C-05,-29.523540496826172,-8.9332994222641,-9.680912017822266,Treppenhaus 4. OG
1029,43.0,218,Thu,10,10,-44.3567162,-8.933346,-14.1252794,4C-08,-44.38288974761963,-8.891502618789673,-14.06764030456543,4C-08
1030,43.0,218,Thu,10,55,-44.38,-8.933346,-14.129999999999999,4C-08,-44.100979804992676,-8.968116641044617,-12.058797836303711,4C-08
1031,43.0,218,Thu,12,7,5.816025000000003,-8.933346,-9.3949995,Flur 4. OG Übergang,5.950141906738281,-8.934788823127747,-9.373863220214844,Flur 4. OG Übergang
1032,43.0,218,Thu,12,42,-44.38,-8.933346,-14.129999999999999,4C-08,-43.7269868850708,-8.93245553970337,-14.124576568603516,4C-08
1033,43.0,218,Thu,13,2,-44.38,-8.933346,-14.129999999999999,4C-08,-44.2471399307251,-8.921288013458252,-10.39630126953125,4C-09
1034,43.0,218,Thu,16,24,-44.38,-8.933346,-14.129999999999999,4C-08,-44.190704345703125,-8.92848789691925,-14.093839645385742,4C-08
