idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
1809,43.0,215,Mon,8,49,-36.03256,-8.933346,-23.3153667,4C-07.1,-36.480302810668945,-8.942227602005005,-24.03333568572998,4C-07.1
1810,43.0,215,Mon,10,49,-36.69,-8.933346,-24.47,4C-07.1,-36.6832218170166,-8.958746314048767,-24.136377334594727,4C-07.1
1811,43.0,215,Mon,11,14,-35.545190000000005,-8.933346,-22.453783,4C-07.1,-36.355018615722656,-8.934207797050476,-24.095627784729004,4C-07.1
1812,43.0,215,Mon,11,44,-36.656723,-8.933346,-24.3994961,4C-07.1,-36.54890251159668,-8.952515482902527,-24.190662384033203,4C-07.1
1813,43.0,215,Mon,12,11,-16.3801384,1.5666542099999994,-4.970079419999998,Küche 5. OG,-15.711532592773438,1.5808677673339844,-3.5995025634765625,Küche 5. OG
1814,43.0,215,Mon,12,48,-36.69,-8.933346,-24.47,4C-07.1,-36.56086349487305,-8.994306802749634,-24.18537712097168,4C-07.1
1815,43.0,215,Mon,14,37,5.816013339999998,-8.933346,-9.394997,Flur 4. OG Übergang,-6.8683013916015625,-8.927999496459961,-34.929275035858154,
1816,43.0,215,Mon,16,33,-36.69,-8.933346,-24.47,4C-07.1,-36.52445983886719,-8.942342638969421,-24.241975784301758,4C-07.1
1817,43.0,216,Tue,8,44,-36.1901741,-8.933346,-23.592495,4C-07.1,-36.16174507141113,-8.922220587730408,-23.645893096923828,4C-07.1
1818,43.0,216,Tue,10,22,-37.2949,-8.933346,-25.32363,4C-07.1,-36.783084869384766,-8.978042840957642,-25.08684539794922,4C-07.1
1819,43.0,216,Tue,11,2,-28.8599968,-8.933346,-35.6000023,4C-05,-31.72829818725586,-8.904593110084534,-23.985118865966797,
1820,43.0,216,Tue,12,8,-16.3540573,1.5666542099999994,-3.0740490000000023,Küche 5. OG,-15.469841003417969,1.5284080505371094,-3.7618484497070312,Küche 5. OG
1821,43.0,216,Tue,12,46,-36.69,-8.933346,-24.47,4C-07.1,-36.51780700683594,-8.980833888053894,-24.12700653076172,4C-07.1
1822,43.0,216,Tue,14,39,-28.8599968,-8.933346,-35.6000023,4C-05,-33.7515869140625,-8.924747228622437,-34.7705602645874,4C-05
1823,43.0,216,Tue,15,24,-35.843017599999996,-8.933346,-22.9727879,4C-07.1,-36.54512977600098,-8.939749360084534,-24.175186157226562,4C-07.1
1824,43.0,217,Wed,8,46,-36.2158852,-8.933346,-23.63743,4C-07.1,-36.24963188171387,-8.993937611579895,-23.982742309570312,4C-07.1
1825,43.0,217,Wed,10,1,-36.31993,-8.933346,-23.6781025,4C-07.1,-36.19705009460449,-9.006032347679138,-35.95236158370972,
1826,43.0,217,Wed,10,32,-36.69,-8.933346,-24.47,4C-07.1,-36.65853691101074,-8.963383793830872,-24.32693862915039,4C-07.1
1827,43.0,217,Wed,11,23,-36.69,-8.933346,-24.47,4C-07.1,-36.681509017944336,-8.936788558959961,-24.21535015106201,4C-07.1
1828,43.0,217,Wed,11,54,-35.519928,-8.933346,-22.402504,4C-07.1,-36.58034896850586,-8.957416892051697,-24.13813304901123,4C-07.1
1829,43.0,217,Wed,12,11,-16.096054100000003,1.5666542099999994,-4.120752330000002,Küche 5. OG,-16.079051971435547,1.5736722946166992,-4.308956146240234,Küche 5. OG
1830,43.0,217,Wed,13,15,-18.039987600000003,1.5666551599999998,-18.9999962,5C-01.1,-18.58371353149414,1.4993667602539062,-18.950984954833984,5C-01.1
1831,43.0,217,Wed,13,33,-35.98238,-8.933346,-22.9530735,4C-07.1,-36.32567024230957,-8.913209080696106,-24.364486694335938,4C-07.1
1832,43.0,217,Wed,14,27,-36.3235321,-8.933346,-23.6903782,4C-07.1,-36.42166709899902,-8.941286206245422,-24.494543075561523,4C-07.1
1833,43.0,217,Wed,14,51,-36.5492172,-8.933346,-24.1694,4C-07.1,-36.71784973144531,-8.978573203086853,-24.443212509155273,4C-07.1
1834,43.0,217,Wed,16,31,-36.69,-8.933346,-24.47,4C-07.1,-36.65656089782715,-8.938971042633057,-24.3486909866333,4C-07.1
1835,43.0,218,Thu,8,59,-19.858018900000005,1.5666551599999998,-18.7955875,5C-01.1,-19.587249755859375,1.5394086837768555,-19.803668975830078,5C-01.1
1836,43.0,218,Thu,10,26,-19.076251999999997,1.5666551599999998,-19.038681,5C-01.1,-19.36132049560547,1.4483413696289062,-19.29358673095703,5C-01.1
1837,43.0,218,Thu,11,29,-36.69,-8.933346,-24.47,4C-07.1,-36.41583442687988,-8.953985452651978,-24.045793533325195,4C-07.1
1838,43.0,218,Thu,12,11,-14.859989200000001,1.5666542099999994,-3.299987790000003,Küche 5. OG,-15.162277221679688,1.6882295608520508,-3.5086212158203125,Küche 5. OG
1839,43.0,218,Thu,12,56,-36.2121849,-8.933346,-23.4486923,4C-07.1,-36.25655746459961,-8.936513900756836,-24.008119583129883,4C-07.1
1840,43.0,218,Thu,13,40,-35.6982079,-8.933346,-22.355484,4C-07.1,-36.475934982299805,-8.959066271781921,-24.09282684326172,4C-07.1
1841,43.0,218,Thu,16,37,-36.69,-8.933346,-24.47,4C-07.1,-36.575599670410156,-8.964455842971802,-24.238802909851074,4C-07.1
1842,43.0,219,Fri,8,50,-36.19818,-8.933346,-23.603159,4C-07.1,-36.249916076660156,-8.9508615732193,-23.823667526245117,4C-07.1
1843,43.0,219,Fri,10,24,-36.69,-8.933346,-24.47,4C-07.1,-36.73088073730469,-9.01535826921463,-24.534494400024414,4C-07.1
1844,43.0,219,Fri,11,22,-35.659236899999996,-8.933346,-22.65288,4C-07.1,-36.50764465332031,-8.974707841873169,-24.153291702270508,4C-07.1
1845,43.0,219,Fri,12,4,-15.1459732,1.5666542099999994,-3.6142177600000025,Küche 5. OG,-15.107223510742188,1.5699405670166016,-3.7299842834472656,Küche 5. OG
1846,43.0,219,Fri,12,40,-36.4612656,-8.933346,-24.01036,4C-07.1,-36.538034439086914,-8.983596920967102,-24.07411003112793,4C-07.1
1847,43.0,219,Fri,15,29,-35.8292961,-8.933346,-22.6341858,4C-07.1,-36.55636215209961,-8.924833297729492,-24.369277954101562,4C-07.1
1848,43.0,219,Fri,16,3,-19.7311974,1.5666551599999998,-19.0286541,5C-01.1,-19.465709686279297,1.597855567932129,-8.841686248779297,Flur 5. OG
1849,43.0,219,Fri,16,34,-36.69,-8.933346,-24.47,4C-07.1,-36.575279235839844,-8.93834102153778,-24.385372161865234,4C-07.1
