idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
1175,43.0,216,Tue,8,12,-47.15615,-8.933346,-4.3897323599999964,4C-10,-47.21072816848755,-8.931788921356201,-4.147968292236328,4C-10
1176,43.0,216,Tue,9,17,-47.0799446,-8.933346,-4.691969999999998,4C-10,-47.219924449920654,-8.993101716041565,-4.201438903808594,4C-10
1177,43.0,216,Tue,9,57,-47.26,-8.933346,-3.979999999999997,4C-10,-47.2135443687439,-8.952530145645142,-4.349769592285156,4C-10
1178,43.0,216,Tue,12,19,-47.20852,-8.933346,-4.182881999999999,4C-10,-47.116211891174316,-8.905753254890442,-4.005119323730469,4C-10
1179,43.0,216,Tue,13,20,-47.26,-8.933346,-3.979999999999997,4C-10,-47.29265356063843,-8.967447400093079,-4.3312530517578125,4C-10
1180,43.0,216,Tue,13,51,-28.8449936,-8.933346,-35.2862167,4C-05,-28.70180892944336,-8.936989665031433,-4.029300689697266,Damen WC 4. OG
1181,43.0,216,Tue,14,50,-47.26,-8.933346,-3.979999999999997,4C-10,-47.271931171417236,-8.94999897480011,-4.463493347167969,4C-10
1182,43.0,216,Tue,15,20,-47.26,-8.933346,-3.979999999999997,4C-10,-47.200111389160156,-8.932198643684387,-4.559295654296875,4C-10
1183,43.0,216,Tue,15,57,-28.859993,-8.933346,-35.6000175,4C-05,-28.84953498840332,-8.920977115631104,-4.436737060546875,Treppenhaus 4. OG
1184,43.0,217,Wed,8,12,-47.26,-8.933346,-3.979999999999997,4C-10,-47.2086443901062,-8.935575127601624,-4.14837646484375,4C-10
1185,43.0,217,Wed,9,11,-46.94535,-8.933346,-5.232434269999999,4C-10,-47.19289541244507,-8.936857461929321,-4.189914703369141,4C-10
1186,43.0,217,Wed,9,37,-47.26,-8.933346,-3.979999999999997,4C-10,-47.18279218673706,-8.933584928512573,-4.157203674316406,4C-10
1187,43.0,217,Wed,11,19,-47.14061,-8.933346,-4.452166560000002,4C-10,-47.20711040496826,-8.937638282775879,-4.353813171386719,4C-10
1188,43.0,217,Wed,12,1,-15.5957832,1.5666551599999998,-4.1941304200000005,Küche 5. OG,-15.441780090332031,1.5829668045043945,-3.9649696350097656,Küche 5. OG
1189,43.0,217,Wed,14,24,-47.22332,-8.933346,-4.125607000000002,4C-10,-47.33225870132446,-8.950385928153992,-20.524539947509766,
1190,43.0,217,Wed,15,4,-47.252327,-8.933346,-4.010292,4C-10,-47.10085391998291,-8.909557700157166,-4.148326873779297,4C-10
1191,43.0,217,Wed,16,7,-46.81019,-8.933346,-5.770494999999997,4C-10,-47.11938142776489,-8.918340682983398,-4.3062591552734375,4C-10
1192,43.0,217,Wed,16,28,-47.12242,-8.933346,-4.522216319999998,4C-10,-47.21494007110596,-8.929567694664001,-4.310878753662109,4C-10
1193,43.0,218,Thu,8,18,-47.1536179,-8.933346,-4.398712000000003,4C-10,-47.16501045227051,-8.935746312141418,-4.2922821044921875,4C-10
1194,43.0,218,Thu,9,5,-20.088413200000005,1.5666542099999994,-18.7506561,5C-01.1,-19.778194427490234,1.562382698059082,-18.918556213378906,5C-01.1
1195,43.0,218,Thu,10,23,-18.026218399999998,1.5666542099999994,-18.8192062,5C-01.1,-18.17223358154297,1.7468862533569336,-6.677028656005859,Küche 5. OG
1196,43.0,218,Thu,12,3,-28.859993,-8.933346,-35.6000175,4C-05,-29.456132888793945,-8.918950080871582,-3.7609176635742188,Herren WC 4. OG
1197,43.0,218,Thu,12,43,-47.26,-8.933346,-3.979999999999997,4C-10,-47.1697359085083,-8.922966957092285,-4.256626129150391,4C-10
1198,43.0,218,Thu,14,59,-47.1231,-8.933346,-4.524926659999998,4C-10,-47.23806142807007,-8.940463781356812,-4.468837738037109,4C-10
1199,43.0,218,Thu,16,15,-46.98907,-8.933346,-5.044392590000001,4C-10,-47.083393573760986,-8.90818452835083,-4.229698181152344,4C-10
