day,time,time_new,day_new,week_num,x,y,z,no_movement
3,8.831209,8:49:52,3,0.0,-0.409999847,-7.217,-8.12,
3,8.832983,8:49:58,3,0.0,-0.7797899,-6.35942268,-8.816221,
3,8.834719,8:50:4,3,0.0,-2.60571575,-6.36205244,-12.3069077,
3,8.836465,8:50:11,3,0.0,-1.4276371,-6.37873268,-15.8226023,
3,8.838226,8:50:17,3,0.0,1.3973999,-6.392756,-18.16229,
3,8.839915,8:50:23,3,0.0,3.29532719,-6.392756,-16.9948769,
3,8.841718,8:50:30,3,0.0,5.693966,-6.36556339,-13.5238609,
3,8.843502,8:50:36,3,0.0,6.97165871,-3.75942278,-10.6310387,
3,8.84526,8:50:42,3,0.0,5.21385956,-3.75942278,-8.853594,
3,8.847032,8:50:49,3,0.0,1.947135,-2.26346445,-8.834678,
3,8.848787,8:50:55,3,0.0,-1.345192,-0.2594229,-9.294947,
3,8.850561,8:51:2,3,0.0,-2.689807,-0.2594229,-12.60392,
3,8.852392,8:51:8,3,0.0,-0.6478863,-0.2594229,-16.36571,
3,8.854132,8:51:14,3,0.0,2.38968563,-0.2594229,-18.0139465,
3,8.855925,8:51:21,3,0.0,6.292715,-0.2594229,-16.70377,
3,8.857662,8:51:27,3,0.0,9.939567,-0.2594229,-18.3342762,
3,8.859422,8:51:33,3,0.0,9.946166,-0.2594229,-21.9455452,
3,8.861226,8:51:40,3,0.0,9.243615,-0.2594229,-23.5887871,
3,8.863007,8:51:46,3,0.0,12.5305882,-0.233774424,-23.4921379,True
3,8.968994,8:58:8,3,0.0,13.998,-0.231960535,-23.139,
3,8.970793,8:58:14,3,0.0,12.4633026,-0.237905145,-23.0889778,
3,8.972559,8:58:21,3,0.0,8.356362,-0.2594229,-22.8516216,
3,8.974333,8:58:27,3,0.0,7.79558039,-0.2594229,-21.2886372,
3,8.976096,8:58:33,3,0.0,10.235405,-0.2594229,-20.88845,
3,8.977879,8:58:40,3,0.0,10.6074524,-0.2594229,-17.585886,
3,8.979573,8:58:46,3,0.0,10.5054121,-0.2594229,-13.57471,
3,8.981411,8:58:53,3,0.0,10.0414228,-0.2594229,-9.273007,
3,8.983187,8:58:59,3,0.0,7.833125,-0.2594229,-5.92606544,
3,8.985003,8:59:6,3,0.0,5.265382,-0.2594229,-2.89865875,
3,8.986829,8:59:12,3,0.0,2.343979,-0.2594229,-1.00275993,True
3,10.2849569,10:17:5,3,0.0,2.54903984,-0.2594229,-0.8017616,
3,10.2866879,10:17:12,3,0.0,3.40984917,-0.2594229,-1.64403915,
3,10.2884111,10:17:18,3,0.0,6.212142,-0.2594229,-4.618473,
3,10.2901793,10:17:24,3,0.0,9.081339,-0.2594229,-7.7395134,
3,10.291976,10:17:31,3,0.0,10.5682154,-0.2594229,-11.6985044,
3,10.2937393,10:17:37,3,0.0,10.2663927,-0.2594229,-15.8948536,
3,10.2955589,10:17:44,3,0.0,9.881728,-0.2594229,-20.2289448,
3,10.2973328,10:17:50,3,0.0,9.689225,-0.2594229,-24.15531,
3,10.2991152,10:17:56,3,0.0,12.2050171,-0.229548335,-24.4856586,
3,10.3243771,10:19:27,3,0.0,13.998,-0.231960535,-23.139,
3,10.326149,10:19:34,3,0.0,12.1680107,-0.240475416,-23.0793552,
3,10.3279276,10:19:40,3,0.0,8.041733,-0.2594229,-22.8464756,
3,10.32973,10:19:47,3,0.0,7.665084,-0.2594229,-21.3122368,
3,10.33157,10:19:53,3,0.0,10.4081306,-0.2594229,-20.8827381,
3,10.3332376,10:19:59,3,0.0,10.4960108,-0.2594229,-19.04639,
3,10.3350325,10:20:6,3,0.0,7.26275444,-0.2594229,-17.1467381,
3,10.3368406,10:20:12,3,0.0,2.92121029,-0.2594229,-17.0464,
3,10.3386841,10:20:19,3,0.0,-1.31864166,-0.2594229,-17.0758171,
3,10.3405008,10:20:25,3,0.0,-1.35169888,-0.2594229,-17.0783978,
3,10.3423462,10:20:32,3,0.0,1.703845,-0.2594229,-16.8371773,
3,10.3441753,10:20:39,3,0.0,-0.161920547,-0.2594229,-15.2386818,
3,10.3460083,10:20:45,3,0.0,-3.5738802,-0.2594229,-12.7567444,
3,10.3477316,10:20:51,3,0.0,-5.198079,-0.2594229,-8.985721,
3,10.3495378,10:20:58,3,0.0,-7.927659,-0.2594229,-6.4720993,
3,10.3512936,10:21:4,3,0.0,-10.0138521,-0.2594229,-8.771499,
3,10.35297,10:21:10,3,0.0,-10.67608,-0.2594229,-12.6528511,
3,10.3547525,10:21:17,3,0.0,-9.833003,-0.2594229,-15.5947332,
3,10.3798094,10:22:47,3,0.0,-8.837159,-0.2594229,-14.6639681,
3,10.3815718,10:22:53,3,0.0,-10.1739149,-0.2594229,-13.3862047,
3,10.3833847,10:23:0,3,0.0,-11.4486475,-0.2594229,-10.5006447,
3,10.385148,10:23:6,3,0.0,-8.575841,-0.2594229,-7.767107,
3,10.3869,10:23:12,3,0.0,-5.16533756,-0.2594229,-7.41844749,
3,10.3887577,10:23:19,3,0.0,-2.74150372,-0.2594229,-10.0829306,
3,10.3904886,10:23:25,3,0.0,-2.22500324,-0.2594229,-14.1578245,
3,10.3922911,10:23:32,3,0.0,0.114317894,-0.2594229,-16.8483238,
3,10.3939657,10:23:38,3,0.0,3.32799721,-0.2594229,-17.0858231,
3,10.3957882,10:23:44,3,0.0,7.672376,-0.2594229,-17.3304787,
3,10.39749,10:23:50,3,0.0,11.07837,-0.2594229,-18.5113926,
3,10.3992,10:23:57,3,0.0,10.2901306,-0.2594229,-21.56497,
3,10.419342,10:25:9,3,0.0,13.998,-0.231960535,-23.139,
3,10.4211569,10:25:16,3,0.0,11.9945345,-0.242194057,-23.0500946,
3,10.4229507,10:25:22,3,0.0,8.054821,-0.2594229,-22.79478,
3,10.42477,10:25:29,3,0.0,8.058409,-0.2594229,-21.1454659,
3,10.42658,10:25:35,3,0.0,10.6987743,-0.2594229,-20.49089,
3,10.4283714,10:25:42,3,0.0,10.7479639,-0.2594229,-16.6741714,
3,10.43018,10:25:48,3,0.0,10.416254,-0.2594229,-12.3454332,
3,10.4319725,10:25:55,3,0.0,9.754593,-0.2594229,-8.237448,
3,10.4336567,10:26:1,3,0.0,7.41635752,-0.2594229,-5.20267868,
3,10.4354,10:26:7,3,0.0,4.82322025,-0.2594229,-2.409975,
3,10.437439,10:26:14,3,0.0,2.80035782,-0.2594229,-1.04658127,True
3,11.4001522,11:24:0,3,0.0,2.02999973,-0.2594229,-0.159999847,
3,11.4019127,11:24:6,3,0.0,2.41943741,-0.2594229,-0.619773865,
3,11.4035873,11:24:12,3,0.0,4.469329,-0.2594229,-2.36224365,
3,11.4053917,11:24:19,3,0.0,7.284605,-0.2594229,-5.65226555,
3,11.4070683,11:24:25,3,0.0,9.675234,-0.2594229,-8.836266,
3,11.40888,11:24:31,3,0.0,10.5135984,-0.2594229,-12.9821568,
3,11.4107132,11:24:38,3,0.0,10.1272316,-0.2594229,-17.3577232,
3,11.4125061,11:24:45,3,0.0,9.729174,-0.2594229,-21.48228,
3,11.4143066,11:24:51,3,0.0,10.09414,-0.2594229,-24.7333355,
3,11.4160967,11:24:57,3,0.0,13.1427736,-0.226730943,-23.70604,
3,11.4412661,11:26:28,3,0.0,13.998,-0.231960535,-23.139,
3,11.4430647,11:26:35,3,0.0,12.1931458,-0.240256667,-23.0801735,
3,11.4447651,11:26:41,3,0.0,8.279414,-0.2594229,-22.806654,
3,11.4465742,11:26:47,3,0.0,7.68868828,-0.2594229,-21.388773,
3,11.4484177,11:26:54,3,0.0,10.8854342,-0.2594229,-20.4940662,
3,11.4502525,11:27:0,3,0.0,10.5483093,-0.2594229,-18.1668453,
3,11.4519882,11:27:7,3,0.0,6.79047775,-0.2594229,-17.2904625,
3,11.4537907,11:27:13,3,0.0,6.00347471,-0.2594229,-18.6078587,
3,11.479248,11:28:45,3,0.0,4.94838047,-0.2594229,-20.3052063,
3,11.480937,11:28:51,3,0.0,6.514586,-0.2594229,-18.8350754,
3,11.4827757,11:28:57,3,0.0,9.99956,-0.2594229,-16.7688446,
3,11.484621,11:29:4,3,0.0,11.26767,-0.2594229,-18.587162,
3,11.48667,11:29:12,3,0.0,9.382786,-0.2594229,-23.1136036,
3,11.4885149,11:29:18,3,0.0,10.1778088,-0.2594229,-24.7333336,
3,11.4903488,11:29:25,3,0.0,13.7384768,-0.22608912,-23.2781563,True
3,11.63311,11:37:59,3,0.0,13.998,-0.231960535,-23.139,
3,11.6348572,11:38:5,3,0.0,15.8120642,-0.314056158,-24.5782719,True
3,11.9013491,11:54:4,3,0.0,16.239,-0.3211378,-24.917,
3,11.9031639,11:54:11,3,0.0,14.5158777,-0.294803739,-23.549881,True
3,12.152153,12:9:7,3,0.0,13.998,-0.231960535,-23.139,
3,12.1540489,12:9:14,3,0.0,11.7460146,-0.2441485,-23.0656013,
3,12.1557693,12:9:20,3,0.0,7.92974424,-0.2594229,-22.71297,
3,12.157548,12:9:27,3,0.0,7.94363928,-0.2594229,-21.1201534,
3,12.1593628,12:9:33,3,0.0,10.6750269,-0.2594229,-20.7094,
3,12.1611366,12:9:40,3,0.0,9.590691,-0.2594229,-18.2271042,
3,12.16287,12:9:46,3,0.0,5.95321751,-0.2594229,-16.6570854,
3,12.1646852,12:9:52,3,0.0,1.60992146,-0.2594229,-16.9555454,
3,12.1664829,12:9:59,3,0.0,-1.85923,-0.2594229,-17.195,
3,12.1683187,12:10:5,3,0.0,-0.252420425,-0.2594229,-17.08049,
3,12.17004,12:10:12,3,0.0,1.61877537,-0.2594229,-16.75211,
