day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_1min,no_movement_5min,no_movement_15min,datetime
1,8.503247,5.81600571,-9.69,-9.395006,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.504918,3.51901627,-8.933346,-9.422926,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.506593,-0.500087738,-8.933346,-9.471777,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.508264,-4.50852966,-8.933346,-9.520494,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.509932,-8.512005,-8.933345,-9.569162,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.51160049,-12.517971,-8.933345,-9.617849,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.51327,-16.5231552,-8.933346,-9.666542,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.514937,-20.5234528,-8.933346,-9.740171,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.516605,-24.40025,-8.907895,-9.920179,8,30,08:30:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:30:00
1,8.518271,-28.2707825,-8.841832,-10.16321,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.519944,-32.15952,-8.759241,-10.4868441,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.521615,-33.7273064,-8.13043,-11.6374474,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.523288,-31.5220184,-6.24575567,-13.3818169,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.524957,-28.92165,-3.62696123,-14.4493446,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.526627,-26.09808,-0.9854542,-13.3666973,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.528296,-24.9747887,1.53485167,-10.8539314,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.529964,-26.9890251,1.56665456,-9.094883,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.531632,-30.9810524,1.56665456,-9.237572,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.5333,-34.9827347,1.56665456,-9.389748,8,31,08:31:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:31:00
1,8.534968,-38.98065,1.56665456,-9.541781,8,32,08:32:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:32:00
1,8.53664,-42.9919,1.56665456,-9.69432,8,32,08:32:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:32:00
1,8.53831,-46.523716,1.56665456,-9.828619,8,32,08:32:00,1,0.0,1.0,1.0,1.0,2023-01-02 08:32:00
1,9.296852,-46.56,1.56665456,-9.83,9,17,09:17:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:17:00
1,9.298523,-44.2311859,1.56665456,-9.701113,9,17,09:17:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:17:00
1,9.300196,-40.354084,1.56665456,-9.294195,9,18,09:18:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:18:00
1,9.301865,-38.9757042,1.56665456,-6.7308135,9,18,09:18:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:18:00
1,9.303537,-41.6917534,1.56665456,-5.737735,9,18,09:18:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:18:00
1,9.305205,-45.694973,1.56665456,-5.742701,9,18,09:18:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:18:00
1,9.306877,-49.7098732,1.56665456,-5.74768829,9,18,09:18:00,1,0.0,1.0,0.0,0.0,2023-01-02 09:18:00
1,9.38382,-51.57,1.56665456,-5.749996,9,23,09:23:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:23:00
1,9.385494,-49.2370033,1.56665456,-5.91122961,9,23,09:23:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:23:00
1,9.387167,-45.2399445,1.56665456,-6.170841,9,23,09:23:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:23:00
1,9.388838,-41.2931557,1.56665456,-6.45078,9,23,09:23:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:23:00
1,9.390511,-38.4308319,1.56665456,-8.376024,9,23,09:23:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:23:00
1,9.39218,-39.7958145,1.56665456,-9.844279,9,23,09:23:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:23:00
1,9.393847,-43.76142,1.56665456,-9.84598,9,23,09:23:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:23:00
1,9.395515,-46.56,1.56665456,-9.83,9,23,09:23:00,1,0.0,1.0,1.0,1.0,2023-01-02 09:23:00
1,9.695641,-46.56,1.56665456,-9.83,9,41,09:41:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:41:00
1,9.697312,-44.23074,1.56665456,-10.0197639,9,41,09:41:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:41:00
1,9.698982,-40.29493,1.56665456,-10.4704475,9,41,09:41:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:41:00
1,9.700652,-37.5208664,1.56665456,-13.18847,9,42,09:42:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:42:00
1,9.702322,-34.90478,1.56665456,-16.19358,9,42,09:42:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:42:00
1,9.703993,-31.5197659,1.56665456,-18.1230164,9,42,09:42:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:42:00
1,9.70566,-27.6064453,1.56665456,-18.6161,9,42,09:42:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:42:00
1,9.707332,-23.59909,1.56665456,-18.8089619,9,42,09:42:00,1,0.0,0.0,0.0,0.0,2023-01-02 09:42:00
1,9.70900249,-19.5959148,1.56665456,-18.9527454,9,42,09:42:00,1,0.0,1.0,1.0,1.0,2023-01-02 09:42:00
1,10.3747063,-18.0399857,1.56665456,-19.0000057,10,22,10:22:00,1,0.0,0.0,0.0,0.0,2023-01-02 10:22:00
