day,time,time_new,day_new,week_num,x,y,z,no_movement
2,8.811213,8:48:40,2,0.0,-0.409999847,-7.217,-8.119999,
2,8.812984,8:48:46,2,0.0,-2.14029217,-6.35942268,-11.310091,
2,8.814738,8:48:53,2,0.0,-1.64881706,-6.369543,-15.1353588,
2,8.816567,8:48:59,2,0.0,1.65215111,-6.392756,-17.39489,
2,8.818363,8:49:6,2,0.0,5.938998,-6.392756,-17.0714264,
2,8.820174,8:49:12,2,0.0,9.678283,-6.392756,-18.28124,
2,8.822016,8:49:19,2,0.0,8.726497,-6.392756,-21.67671,
2,8.8237,8:49:25,2,0.0,6.98746824,-6.392756,-23.7811241,True
2,8.984183,8:59:3,2,0.0,8.1,-6.392756,-24.57,True
2,9.088448,9:5:18,2,0.0,8.1,-6.392756,-24.57,True
2,10.3599815,10:21:35,2,0.0,8.1,-6.392756,-24.57,
2,10.3617287,10:21:42,2,0.0,6.864239,-6.392756,-21.4742756,
2,10.3869467,10:23:13,2,0.0,5.02,-6.392756,-20.19,
2,10.3887291,10:23:19,2,0.0,7.626004,-6.392756,-20.8593063,
2,10.3904648,10:23:25,2,0.0,7.729403,-6.392756,-24.29335,
2,10.4154844,10:24:55,2,0.0,8.1,-6.392756,-24.57,
2,10.4172468,10:25:2,2,0.0,6.67567873,-6.392756,-22.4031315,
2,10.4189453,10:25:8,2,0.0,10.0714579,-6.392756,-20.9140778,
2,10.4206953,10:25:14,2,0.0,8.69718,-6.392756,-17.364502,
2,10.4224138,10:25:20,2,0.0,6.98646832,-5.976669,-13.8770533,
2,10.4241867,10:25:27,2,0.0,6.608137,-3.75942278,-10.4132357,
2,10.4259262,10:25:33,2,0.0,2.950335,-3.11614656,-8.643562,
2,10.4277287,10:25:39,2,0.0,-1.1740694,-0.244636536,-8.395084,
2,10.4294357,10:25:45,2,0.0,-5.228325,-0.259422779,-8.088387,
2,10.4311934,10:25:52,2,0.0,-9.433706,-0.259422779,-7.99770164,
2,10.4329119,10:25:58,2,0.0,-10.4482822,-0.259422779,-11.8414822,
2,10.4346619,10:26:4,2,0.0,-9.005541,-0.259422779,-15.3739967,
2,10.4597187,10:27:34,2,0.0,-9.0,-0.259422779,-15.38,
2,10.4614925,10:27:41,2,0.0,-10.1552258,-0.259422779,-13.64726,
2,10.4632673,10:27:47,2,0.0,-10.7507992,-0.259422779,-12.5392447,
2,10.4650145,10:27:54,2,0.0,-9.253349,-0.259422779,-8.633428,
2,10.4667253,10:28:0,2,0.0,-5.92752171,-0.259422779,-7.820999,
2,10.4685545,10:28:6,2,0.0,-1.787199,-0.247193813,-8.455608,
2,10.4703045,10:28:13,2,0.0,1.47242546,-1.53472662,-8.701286,
2,10.4719725,10:28:19,2,0.0,4.358107,-3.75942278,-9.127405,
2,10.4737425,10:28:25,2,0.0,7.34900045,-3.88715267,-11.8265162,
2,10.4754925,10:28:31,2,0.0,7.30185461,-6.392756,-15.0777168,
2,10.4772625,10:28:38,2,0.0,9.264864,-6.392756,-18.784832,
2,10.4790421,10:28:44,2,0.0,8.511081,-6.392756,-21.769783,
2,10.4807539,10:28:50,2,0.0,7.361855,-6.392756,-23.9817524,True
2,11.83728,11:50:14,2,0.0,8.1,-6.392756,-24.57,
2,11.8391037,11:50:20,2,0.0,6.851837,-6.392756,-22.7635632,
2,11.8408346,11:50:27,2,0.0,9.970629,-6.392756,-20.91505,
2,11.84259,11:50:33,2,0.0,8.781669,-6.392756,-17.5797729,
2,11.8444233,11:50:39,2,0.0,6.992304,-5.88425732,-13.8277378,
2,11.8462772,11:50:46,2,0.0,6.43508625,-3.75942278,-10.3238487,
2,11.8480062,11:50:52,2,0.0,2.890829,-3.05976343,-8.628926,
2,11.8497849,11:50:59,2,0.0,-0.5075512,-0.2341919,-9.002344,
2,11.85146,11:51:5,2,0.0,-2.55458832,-0.259422779,-12.2121563,
2,11.8532534,11:51:11,2,0.0,-0.9585972,-0.259422779,-15.9492512,
2,11.855092,11:51:18,2,0.0,2.63363314,-0.259422779,-17.3906021,
2,11.8567753,11:51:24,2,0.0,6.62217236,-0.259422779,-17.12828,
2,11.8584671,11:51:30,2,0.0,9.625125,-0.259422779,-18.8199081,
2,11.8602219,11:51:36,2,0.0,9.56089,-0.259422779,-22.63832,
2,11.8619995,11:51:43,2,0.0,12.9495907,-0.226089,-24.2287674,
2,11.863759,11:51:49,2,0.0,16.239,-0.3211379,-24.917,True
2,11.955143,11:57:18,2,0.0,16.239,-0.3211379,-24.917,
2,11.956954,11:57:25,2,0.0,13.8916445,-0.226089,-24.2253151,
2,11.958765,11:57:31,2,0.0,9.726732,-0.259422779,-23.0207386,
2,11.9606991,11:57:38,2,0.0,9.63121,-0.259422779,-19.21216,
2,11.9624043,11:57:44,2,0.0,6.958793,-0.259422779,-16.8134613,
2,11.9641275,11:57:50,2,0.0,2.82949162,-0.259422779,-16.8598957,
2,11.9658508,11:57:57,2,0.0,-0.753984451,-0.259422779,-15.366272,
2,11.9675827,11:58:3,2,0.0,-2.460518,-0.259422779,-12.086,
2,11.969285,11:58:9,2,0.0,-0.2241373,-0.303442,-8.849655,
2,11.9709654,11:58:15,2,0.0,2.699759,-2.75695276,-8.764788,
2,11.9727421,11:58:21,2,0.0,5.845085,-3.75942278,-10.24888,
2,11.9745235,11:58:28,2,0.0,7.142627,-5.428537,-13.3666868,
2,11.9761963,11:58:34,2,0.0,8.213098,-6.392756,-16.730999,
2,11.9778805,11:58:40,2,0.0,9.727775,-6.392756,-20.3782921,
2,11.9797115,11:58:46,2,0.0,6.93510151,-6.392756,-22.3707,
2,11.9814615,11:58:53,2,0.0,8.1,-6.392756,-24.57,True
2,12.13184,12:7:54,2,0.0,8.1,-6.392756,-24.57,
2,12.13361,12:8:0,2,0.0,6.578916,-6.392756,-22.3050652,
2,12.1353941,12:8:7,2,0.0,10.0490847,-6.392756,-20.9042664,
2,12.1370668,12:8:13,2,0.0,8.682582,-6.392756,-17.35694,
2,12.1388531,12:8:19,2,0.0,7.01970863,-5.749108,-13.7743864,
2,12.1406717,12:8:26,2,0.0,6.423858,-3.75942278,-10.335001,
2,12.14245,12:8:32,2,0.0,2.685234,-2.89805174,-8.534569,
2,12.1442165,12:8:39,2,0.0,-1.38277149,-0.247267246,-8.335184,
2,12.1459255,12:8:45,2,0.0,-5.242961,-0.259422779,-8.03179,
2,12.1476765,12:8:51,2,0.0,-9.350973,-0.259422779,-7.973858,
2,12.1493587,12:8:57,2,0.0,-11.21916,-0.259422779,-10.0301952,True
2,12.690218,12:41:24,2,0.0,-12.0580769,-0.259422779,-11.080514,
2,12.691988,12:41:31,2,0.0,-10.0670071,-0.259422779,-9.367359,
2,12.6937561,12:41:37,2,0.0,-6.696765,-0.259422779,-7.899872,
2,12.695591,12:41:44,2,0.0,-3.894781,-0.259422779,-7.82891464,
2,12.6973953,12:41:50,2,0.0,-0.3990612,-0.232414246,-8.729726,
2,12.69914,12:41:56,2,0.0,2.67243576,-2.68586016,-8.83318,
2,12.7008705,12:42:3,2,0.0,5.7370677,-3.75942278,-10.1658211,
2,12.70266,12:42:9,2,0.0,7.196548,-5.3107214,-13.2400942,
2,12.7044392,12:42:15,2,0.0,8.221817,-6.392756,-16.7165737,
2,12.70615,12:42:22,2,0.0,9.742846,-6.392756,-20.4433212,
2,12.7079506,12:42:28,2,0.0,6.815216,-6.392756,-22.4369011,
2,12.7096939,12:42:34,2,0.0,8.1,-6.392756,-24.57,True
2,12.9373436,12:56:14,2,0.0,8.1,-6.392756,-24.57,
2,12.9391251,12:56:20,2,0.0,6.75366449,-6.392756,-21.9729328,
2,12.9409561,12:56:27,2,0.0,10.1443567,-6.392756,-20.50213,
2,12.9427652,12:56:33,2,0.0,8.091517,-6.392756,-16.8975468,
2,12.9446926,12:56:40,2,0.0,3.46904039,-6.392756,-16.8729572,
2,12.9464684,12:56:47,2,0.0,-0.3500023,-6.376987,-15.6159191,
2,12.9482212,12:56:53,2,0.0,-3.21230984,-6.367441,-12.6625633,
2,12.9500084,12:57:0,2,0.0,-5.25733471,-6.35942268,-8.897539,
2,12.9517746,12:57:6,2,0.0,-8.130766,-6.35942268,-5.87227631,
2,12.9535255,12:57:12,2,0.0,-11.4277573,-6.35942268,-3.26750755,
2,12.9552593,12:57:18,2,0.0,-13.546,-6.35942268,-1.59399986,True
2,13.20552,13:12:19,2,0.0,-13.546,-6.35942268,-1.59399986,
2,13.2072983,13:12:26,2,0.0,-11.697073,-6.35942268,-3.11854744,
2,13.2090549,13:12:32,2,0.0,-8.450064,-6.35942268,-5.81259537,
2,13.2108555,13:12:39,2,0.0,-5.15137959,-6.35942268,-8.568565,
2,13.2126427,13:12:45,2,0.0,-3.12312222,-6.362652,-12.3464575,
2,13.2144346,13:12:51,2,0.0,-0.855155,-6.380958,-15.981266,
2,13.216238,13:12:58,2,0.0,-0.300145149,-6.388616,-16.6858082,
2,13.2180557,13:13:5,2,0.0,2.71689653,-6.392756,-16.6706715,
2,13.2197714,13:13:11,2,0.0,5.50407171,-6.38880348,-13.83725,
2,13.2215805,13:13:17,2,0.0,6.86517334,-3.75942278,-10.9037266,
2,13.223362,13:13:24,2,0.0,4.770317,-3.75942278,-9.098773,
2,13.2251139,13:13:30,2,0.0,0.832736,-1.03599882,-8.560715,
2,13.22678,13:13:36,2,0.0,-3.133789,-0.259422779,-8.280752,
2,13.228548,13:13:42,2,0.0,-4.829382,-0.259422779,-5.69059563,
2,13.2303543,13:13:49,2,0.0,-1.25244141,-0.259422779,-3.95484161,
2,13.2321291,13:13:55,2,0.0,2.06955433,-0.259422779,-2.13090324,True
2,13.5336666,13:32:1,2,0.0,1.9256,-0.259422779,0.499303818,
2,13.5353374,13:32:7,2,0.0,1.999393,-0.259422779,0.598695755,
2,13.5371275,13:32:13,2,0.0,2.35380173,-0.259422779,0.8006611,
2,13.538806,13:32:19,2,0.0,2.689342,-0.259422779,-0.0272827148,
2,13.540596,13:32:26,2,0.0,2.6432972,-0.259422779,-1.51149559,
2,13.5423813,13:32:32,2,0.0,-0.158735275,-0.259422779,-3.60238647,
2,13.5441647,13:32:38,2,0.0,-3.84087276,-0.259422779,-5.48296738,
2,13.54598,13:32:45,2,0.0,-3.90463638,-0.259422779,-8.005199,
2,13.5477886,13:32:52,2,0.0,-0.274338722,-0.259882927,-8.558979,
2,13.5495987,13:32:58,2,0.0,2.844479,-2.928494,-8.74420452,
2,13.5514164,13:33:5,2,0.0,6.120296,-3.75942278,-10.4809914,
