day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_1min,no_movement_5min,no_movement_15min,datetime
1,8.169107,5.81601334,-9.69,-9.395,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.170776,2.17242813,-8.933346,-9.364605,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.172442,-1.82834244,-8.933346,-9.33123,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.174109,-5.8282547,-8.933346,-9.297867,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.175782,-9.842808,-8.933346,-9.264374,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.177454,-13.8529091,-8.933346,-9.23092651,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.179126,-17.86635,-8.933346,-9.197445,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.180792,-21.8667755,-8.931549,-9.164068,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.182462,-25.8713932,-8.917309,-9.130659,8,10,08:10:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:10:00
1,8.184132,-29.8808041,-8.904934,-9.097204,8,11,08:11:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:11:00
1,8.185801,-33.8830376,-8.91308,-9.06382,8,11,08:11:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:11:00
1,8.18746948,-37.89117,-8.933346,-9.030388,8,11,08:11:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:11:00
1,8.189143,-41.8953,-8.933346,-8.923279,8,11,08:11:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:11:00
1,8.190814,-45.7486534,-8.933346,-7.80620146,8,11,08:11:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:11:00
1,8.192487,-47.15862,-8.933346,-4.38209629,8,11,08:11:00,1,0.0,1.0,1.0,1.0,2023-01-02 08:11:00
1,8.851001,-47.26,-8.933346,-3.98,8,51,08:51:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:51:00
1,8.852675,-46.20757,-8.933346,-7.40319347,8,51,08:51:00,1,0.0,0.0,0.0,0.0,2023-01-02 08:51:00
