day,time,x,y,z,hour,minute,time_new,day_new,week_num,no_movement_1min,no_movement_5min,no_movement_15min,datetime
2,8.675612,5.81600571,-9.69,-9.395002,8,40,08:40:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:40:00
2,8.677287,2.14254379,-8.933346,-9.361536,8,40,08:40:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:40:00
2,8.678953,-1.85997391,-8.933346,-9.32506,8,40,08:40:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:40:00
2,8.680623,-5.86619568,-8.933346,-9.288561,8,40,08:40:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:40:00
2,8.68229,-9.867826,-8.933346,-9.252096,8,40,08:40:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:40:00
2,8.683958,-13.87011,-8.933346,-9.215616,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.68563,-17.8851547,-8.933346,-9.179026,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.687301,-21.8936939,-8.931552,-9.142498,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.688969,-25.8966122,-8.917332,-9.10602951,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.6906395,-29.9059582,-8.905157,-9.069492,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.692307,-33.90873,-8.913371,-9.033028,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.693975,-37.8629837,-8.933346,-8.907135,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.695644,-39.2703743,-8.933346,-5.232998,8,41,08:41:00,2,0.0,0.0,0.0,0.0,2023-01-03 08:41:00
2,8.697316,-39.99,-8.933346,-2.67,8,41,08:41:00,2,0.0,1.0,1.0,1.0,2023-01-03 08:41:00
2,9.230902,-39.99,-8.933346,-2.67,9,13,09:13:00,2,0.0,0.0,0.0,0.0,2023-01-03 09:13:00
2,9.232573,-39.03666,-8.933346,-6.16107225,9,13,09:13:00,2,0.0,0.0,0.0,0.0,2023-01-03 09:13:00
2,9.234241,-36.87931,-8.933346,-9.129309,9,14,09:14:00,2,0.0,0.0,0.0,0.0,2023-01-03 09:14:00
2,9.23590851,-32.87567,-8.850866,-9.154224,9,14,09:14:00,2,0.0,0.0,0.0,0.0,2023-01-03 09:14:00
