idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
2078,43.0,217,Wed,10,57,-51.55932,1.56665456,-4.457579609999996,5C-05.2,-51.3153350353241,1.5523786544799805,-5.777912139892578,5C-05.2
2079,43.0,217,Wed,12,1,-15.650089299999998,1.56665456,-3.865905759999997,Küche 5. OG,-15.447067260742188,1.597273826599121,-3.513031005859375,Küche 5. OG
2080,43.0,217,Wed,12,51,-51.57,1.56665456,-5.75,5C-05.2,-51.460179805755615,1.5868034362792969,-5.791236877441406,5C-05.2
2081,43.0,217,Wed,13,17,-18.039985700000003,1.56665456,-19.0000076,5C-01.1,-17.984535217285156,1.5691900253295898,-5.756111145019531,Küche 5. OG
2082,43.0,217,Wed,13,48,-50.46095,1.56665456,-5.746953490000003,5C-05.2,-50.684834480285645,1.5620183944702148,-5.7738189697265625,5C-05.2
2083,43.0,217,Wed,15,23,-50.6310768,1.56665456,-5.7791659999999965,5C-05.2,-50.72505474090576,1.5680179595947266,-5.870410919189453,5C-05.2
2084,43.0,217,Wed,16,17,-51.39215,1.56665456,-5.755851,5C-05.2,-50.701462745666504,1.5711345672607422,-5.832744598388672,5C-05.2
2085,43.0,217,Wed,16,59,-51.55927,1.56665456,-4.452534679999999,5C-05.2,-50.573580265045166,1.5607624053955078,-5.795124053955078,5C-05.2
2086,43.0,218,Thu,8,19,-50.11143,1.56665456,-5.799379350000002,5C-05.2,-50.83272695541382,1.5822525024414062,-6.169197082519531,5C-05.2
2087,43.0,218,Thu,9,0,-18.039985700000003,1.56665456,-19.0000076,5C-01.1,-18.578880310058594,1.581329345703125,-6.3556060791015625,Küche 5. OG
2088,43.0,218,Thu,10,26,-19.4549484,1.56665456,-19.7136612,5C-01.1,-19.022598266601562,1.5751047134399414,-6.296230316162109,Küche 5. OG
2089,43.0,218,Thu,11,48,-51.57,1.56665456,-5.75,5C-05.2,-50.835583209991455,1.5730266571044922,-5.846508026123047,5C-05.2
2090,43.0,218,Thu,12,9,-14.8599854,1.56665456,-3.2999992399999982,Küche 5. OG,-15.097057342529297,1.6108455657958984,-3.4868545532226562,Küche 5. OG
2091,43.0,218,Thu,12,37,-49.4403534,1.56665456,-5.817247999999999,5C-05.2,-50.66200113296509,1.6022377014160156,-4.439903259277344,5C-05.2
2092,43.0,218,Thu,13,44,-20.3808746,1.56665456,-18.9284515,5C-01.1,-50.57863521575928,1.572866439819336,-5.92529296875,5C-05.2
2093,43.0,218,Thu,14,41,-50.2298126,1.56665456,-5.806767999999998,5C-05.2,-50.54597997665405,1.5722074508666992,-5.902797698974609,5C-05.2
2094,43.0,218,Thu,15,32,-49.7124367,1.56665456,-5.812141420000003,5C-05.2,-50.53857231140137,1.5737628936767578,-5.850044250488281,5C-05.2
2095,43.0,218,Thu,16,17,-51.57,1.56665456,-5.75,5C-05.2,-50.55095052719116,1.5637941360473633,-5.575046539306641,5C-05.2
2096,43.0,218,Thu,16,59,-51.78042,1.56665456,-5.150184000000003,5C-05.2,-50.5090389251709,1.575148582458496,-5.858062744140625,5C-05.2
2097,43.0,219,Fri,8,52,-51.559288,1.56665456,-4.453772999999998,5C-05.2,-50.583492279052734,1.5640735626220703,-5.76580810546875,5C-05.2
2098,43.0,219,Fri,9,37,-49.6331253,1.56665456,-5.783725740000001,5C-05.2,-50.72708797454834,1.5637893676757812,-5.760639190673828,5C-05.2
2099,43.0,219,Fri,10,12,-52.2450752,1.56665456,-5.088028000000001,5C-05.2,-50.83130073547363,1.5720109939575195,-5.884761810302734,5C-05.2
2100,43.0,219,Fri,11,13,-8.269978000000002,-8.933346,-9.380001,Flur 4. OG Übergang,-50.92874002456665,1.574422836303711,-5.860080718994141,5C-05.2
2101,43.0,219,Fri,11,49,-51.57,1.56665456,-5.75,5C-05.2,-51.060811281204224,1.5639009475708008,-5.809436798095703,5C-05.2
2102,43.0,219,Fri,12,7,-14.8599854,1.56665456,-3.2999992399999982,Küche 5. OG,-15.01434326171875,1.601318359375,-3.6268463134765625,Küche 5. OG
2103,43.0,219,Fri,12,52,-51.57,1.56665456,-5.75,5C-05.2,-50.59985303878784,1.5930957794189453,-5.798809051513672,5C-05.2
2104,43.0,219,Fri,13,29,-49.9561844,1.56665456,-5.802292350000002,5C-05.2,-50.38485670089722,1.5707712173461914,-5.775657653808594,5C-05.2
2105,43.0,219,Fri,15,25,-50.2438,1.56665456,-5.790967000000002,5C-05.2,-50.47156763076782,1.571746826171875,-5.865459442138672,5C-05.2
2106,43.0,219,Fri,17,21,-51.4158936,1.56665456,-5.755068999999999,5C-05.2,-50.47341823577881,1.5829010009765625,-5.662128448486328,5C-05.2
