idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
2028,43.0,215,Mon,8,3,-20.242733,1.56665456,-26.5842667,5C-01.2,-20.683303833007812,1.572530746459961,-26.59748649597168,5C-01.2
2029,43.0,215,Mon,9,4,-21.157358199999997,1.56665456,-26.3001137,5C-01.2,-22.0118408203125,1.5424919128417969,-26.436270713806152,5C-01.2
2030,43.0,215,Mon,10,25,-20.295602799999998,1.56665456,-26.57266,5C-01.2,-21.150020599365234,1.5702018737792969,-26.172685623168945,5C-01.2
2031,43.0,215,Mon,11,11,-21.516941099999997,1.56665456,-26.176618599999998,5C-01.2,-21.475059509277344,1.5044221878051758,-26.24306583404541,5C-01.2
2032,43.0,215,Mon,12,8,4.823953629999998,-8.933346,-9.453302,Flur 4. OG Übergang,5.1239166259765625,-8.968303442001343,-9.444112777709961,Flur 4. OG Übergang
2033,43.0,215,Mon,12,41,-20.256568900000005,1.56665456,-26.5779533,5C-01.2,-20.6494140625,1.5853824615478516,-26.2577486038208,5C-01.2
2034,43.0,215,Mon,13,43,-22.134897199999997,1.56665456,-25.9820786,5C-01.2,-21.40896224975586,1.5241050720214844,-26.23859691619873,5C-01.2
2035,43.0,215,Mon,15,39,-22.1196671,1.56665456,-25.9928513,5C-01.2,-21.64032745361328,1.5171003341674805,-26.24061679840088,5C-01.2
2036,43.0,215,Mon,16,40,-22.100316999999997,1.56665456,-25.99266,5C-01.2,-21.89187240600586,1.5408039093017578,-26.198728561401367,5C-01.2
2037,43.0,216,Tue,8,4,-20.21,1.56665456,-26.6,5C-01.2,-20.293724060058594,1.5569438934326172,-26.446757316589355,5C-01.2
2038,43.0,216,Tue,9,21,-51.0851173,1.56665456,-5.706735610000003,5C-05.2,-37.52216720581055,1.5269546508789062,-26.135311126708984,5C-02.2
2039,43.0,216,Tue,10,18,-22.0000286,1.56665456,-26.0285721,5C-01.2,-21.900177001953125,1.5394001007080078,-26.159406661987305,5C-01.2
2040,43.0,216,Tue,12,5,5.816013339999998,-8.933346,-9.394984999999998,Flur 4. OG Übergang,5.420356750488281,-8.975158095359802,-9.540424346923828,Flur 4. OG Übergang
2041,43.0,216,Tue,12,54,-20.5607185,1.56665456,-26.4860439,5C-01.2,-20.511402130126953,1.5878963470458984,-26.184487342834473,5C-01.2
2042,43.0,216,Tue,14,16,-20.21,1.56665456,-26.6,5C-01.2,-21.100921630859375,1.5319604873657227,-26.117161750793457,5C-01.2
2043,43.0,216,Tue,14,45,-20.3574371,1.56665456,-26.52641,5C-01.2,-20.739639282226562,1.5753746032714844,-26.22816562652588,5C-01.2
2044,43.0,216,Tue,15,53,-20.21,1.56665456,-26.6,5C-01.2,-20.939640045166016,1.5563373565673828,-26.163277626037598,5C-01.2
2045,43.0,216,Tue,16,16,-29.8200054,1.56665456,-34.3700027,5C-02.1,-29.08639144897461,1.5581512451171875,-26.05964469909668,Flur 5. OG
