idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
1150,43.0,216,Tue,8,27,-51.98807,-8.933346,-3.767983440000002,4C-10,-51.87981915473938,-8.937520980834961,-3.8055152893066406,4C-10
1151,43.0,216,Tue,9,35,-51.9407425,-8.933346,-3.7996518599999973,4C-10,-51.860079288482666,-8.938146471977234,-3.7961578369140625,4C-10
1152,43.0,216,Tue,11,45,-52.0,-8.933346,-3.759999999999998,4C-10,-51.72697854042053,-8.932820439338684,-3.8339080810546875,4C-10
1153,43.0,216,Tue,12,12,-14.859977700000002,1.5666551599999998,-3.2999932800000025,Küche 5. OG,-14.990180969238281,1.5852670669555664,-3.7104530334472656,Küche 5. OG
1154,43.0,216,Tue,12,51,-52.0,-8.933346,-3.759999999999998,4C-10,-51.84552717208862,-8.911886811256409,-3.767375946044922,4C-10
1155,43.0,216,Tue,15,2,-52.0,-8.933346,-3.759999999999998,4C-10,-51.90988802909851,-8.94770348072052,-3.8416786193847656,4C-10
1156,43.0,216,Tue,15,46,-28.8599854,-8.933346,-35.60001,4C-05,-29.11062240600586,-8.93556261062622,-3.962718963623047,Herren WC 4. OG
1157,43.0,216,Tue,16,34,-50.0116768,-8.933346,-5.082811360000001,4C-10,-51.361647605895996,-8.903544068336487,-3.8689651489257812,4C-10
1158,43.0,217,Wed,8,17,-51.86715,-8.933346,-3.8488073299999996,4C-10,-51.971824169158936,-8.975709080696106,-3.8818817138671875,4C-10
1159,43.0,217,Wed,10,23,-51.9349976,-8.933346,-3.8034925500000014,4C-10,-51.88673949241638,-8.944935321807861,-3.8322792053222656,4C-10
1160,43.0,217,Wed,11,22,-52.0,-8.933346,-3.759999999999998,4C-10,-51.96903967857361,-8.94903576374054,-3.8243751525878906,4C-10
1161,43.0,217,Wed,12,5,-15.823990000000002,1.5666551599999998,-5.0366420000000005,Küche 5. OG,-15.36532211303711,1.519871711730957,-3.8101882934570312,Küche 5. OG
1162,43.0,217,Wed,13,14,-19.815822599999997,1.5666551599999998,-18.9505863,5C-01.1,-19.456912994384766,1.393686294555664,-19.121788024902344,5C-01.1
1163,43.0,217,Wed,13,33,-52.0,-8.933346,-3.759999999999998,4C-10,-51.96445178985596,-8.951886653900146,-3.9983787536621094,4C-10
1164,43.0,217,Wed,13,57,-52.0,-8.933346,-3.759999999999998,4C-10,-51.84265661239624,-8.947700142860413,-4.014453887939453,4C-10
1165,43.0,217,Wed,16,3,-52.0,-8.933346,-3.759999999999998,4C-10,-52.00159025192261,-8.961352944374084,-4.0823211669921875,4C-10
1166,43.0,217,Wed,16,51,-28.6648445,-8.933346,-34.28627,4C-05,-28.755090713500977,-8.951707243919373,-4.0411529541015625,Damen WC 4. OG
1167,43.0,218,Thu,8,11,-51.9878769,-8.933346,-3.7681076499999975,4C-10,-52.055330991744995,-8.950260281562805,-3.962482452392578,4C-10
1168,43.0,218,Thu,8,58,-18.865688300000002,1.5666551599999998,-18.8443165,5C-01.1,-18.583995819091797,1.532792091369629,-19.22874641418457,5C-01.1
1169,43.0,218,Thu,10,29,-20.281328199999997,1.5666551599999998,-19.0265026,5C-01.1,-19.148143768310547,1.523488998413086,-19.111106872558594,5C-01.1
1170,43.0,218,Thu,11,48,-51.0345726,-8.933346,-4.406654359999997,4C-10,-51.56127977371216,-8.900067210197449,-3.7874679565429688,4C-10
1171,43.0,218,Thu,12,8,-15.286296800000002,1.5666551599999998,-3.7932070000000024,Küche 5. OG,-15.00759506225586,1.5833349227905273,-3.8206329345703125,Küche 5. OG
1172,43.0,218,Thu,12,40,-52.0,-8.933346,-3.759999999999998,4C-10,-51.82328963279724,-8.910502195358276,-3.7563934326171875,4C-10
1173,43.0,218,Thu,13,11,-50.42336,-8.933346,-4.815156999999999,4C-10,-51.4723334312439,-8.90516448020935,-3.9831008911132812,4C-10
1174,43.0,218,Thu,15,29,-52.0,-8.933346,-3.759999999999998,4C-10,-52.06258010864258,-8.974534273147583,-4.018260955810547,4C-10
1175,43.0,218,Thu,16,33,-18.669849999999997,1.5666551599999998,-19.0084667,5C-01.1,-18.647544860839844,1.7977523803710938,-3.9787864685058594,Küche 5. OG
